# ra dec snr
1.319877006998919811e+01 -7.254962381174506447e+01 1.529865848066134681e+01
1.319877006998919811e+01 -7.254962381174506447e+01 1.529865848066134681e+01
1.319877006998919811e+01 -7.254962381174506447e+01 1.529865848066134681e+01
1.598600894031008579e+01 -7.277102728859776448e+01 4.531921578036165243e+00
1.598600894031008579e+01 -7.277102728859776448e+01 4.531921578036165243e+00
1.598600894031008579e+01 -7.277102728859776448e+01 4.531921578036165243e+00
1.598600894031008579e+01 -7.277102728859776448e+01 4.531921578036165243e+00
1.598600894031008579e+01 -7.277102728859776448e+01 4.531921578036165243e+00
1.028040628694671597e+02 -8.757451398433850898e+00 6.199208352483455542e+01
1.028040628694671597e+02 -8.757451398433850898e+00 6.199208352483455542e+01
1.028040628694671597e+02 -8.757451398433850898e+00 6.199208352483455542e+01
1.028040628694671597e+02 -8.757451398433850898e+00 6.199208352483455542e+01
1.028040628694671597e+02 -8.757451398433850898e+00 6.199208352483455542e+01
3.021769771479100655e+02 3.412930337317114038e+01 1.493126555149496539e+02
3.021769771479100655e+02 3.412930337317114038e+01 1.493126555149496539e+02
3.021769771479100655e+02 3.412930337317114038e+01 1.493126555149496539e+02
3.021769771479100655e+02 3.412930337317114038e+01 1.493126555149496539e+02
3.021769771479100655e+02 3.412930337317114038e+01 1.493126555149496539e+02
7.312696541420542928e+01 -6.933102212335123227e+01 3.830162275771268554e+01
7.312696541420542928e+01 -6.933102212335123227e+01 3.830162275771268554e+01
7.312696541420542928e+01 -6.933102212335123227e+01 3.830162275771268554e+01
7.312696541420542928e+01 -6.933102212335123227e+01 3.830162275771268554e+01
7.312696541420542928e+01 -6.933102212335123227e+01 3.830162275771268554e+01
2.011345117819300299e+02 -6.357365065723467268e+01 2.791335383545029458e+01
2.011345117819300299e+02 -6.357365065723467268e+01 2.791335383545029458e+01
2.011345117819300299e+02 -6.357365065723467268e+01 2.791335383545029458e+01
2.011345117819300299e+02 -6.357365065723467268e+01 2.791335383545029458e+01
2.011345117819300299e+02 -6.357365065723467268e+01 2.791335383545029458e+01
2.748901712125997960e+02 -1.435694192471183150e+01 3.988480104324776221e+01
2.748901712125997960e+02 -1.435694192471183150e+01 3.988480104324776221e+01
2.748901712125997960e+02 -1.435694192471183150e+01 3.988480104324776221e+01
2.748901712125997960e+02 -1.435694192471183150e+01 3.988480104324776221e+01
2.748901712125997960e+02 -1.435694192471183150e+01 3.988480104324776221e+01
2.789465339183925039e+02 -7.826460254752161561e+00 6.205722364367266408e+01
2.789465339183925039e+02 -7.826460254752161561e+00 6.205722364367266408e+01
2.789465339183925039e+02 -7.826460254752161561e+00 6.205722364367266408e+01
2.789465339183925039e+02 -7.826460254752161561e+00 6.205722364367266408e+01
2.789465339183925039e+02 -7.826460254752161561e+00 6.205722364367266408e+01
2.926796511215914620e+02 1.925341171037372945e+01 7.065043065824522728e+01
2.926796511215914620e+02 1.925341171037372945e+01 7.065043065824522728e+01
2.926796511215914620e+02 1.925341171037372945e+01 7.065043065824522728e+01
2.926796511215914620e+02 1.925341171037372945e+01 7.065043065824522728e+01
2.926796511215914620e+02 1.925341171037372945e+01 7.065043065824522728e+01
1.463478139694895503e+02 -6.748966384621310510e+01 2.533339649374478313e+02
1.463478139694895503e+02 -6.748966384621310510e+01 2.533339649374478313e+02
1.463478139694895503e+02 -6.748966384621310510e+01 2.533339649374478313e+02
1.463478139694895503e+02 -6.748966384621310510e+01 2.533339649374478313e+02
1.463478139694895503e+02 -6.748966384621310510e+01 2.533339649374478313e+02
2.673036379111981660e+02 -2.777096753703442289e+01 2.579391949999742195e+01
2.673036379111981660e+02 -2.777096753703442289e+01 2.579391949999742195e+01
2.673036379111981660e+02 -2.777096753703442289e+01 2.579391949999742195e+01
2.673036379111981660e+02 -2.777096753703442289e+01 2.579391949999742195e+01
2.673036379111981660e+02 -2.777096753703442289e+01 2.579391949999742195e+01
2.717578537644460539e+02 -2.656012743932209830e+01 1.297176790233112911e+02
2.717578537644460539e+02 -2.656012743932209830e+01 1.297176790233112911e+02
2.717578537644460539e+02 -2.656012743932209830e+01 1.297176790233112911e+02
2.717578537644460539e+02 -2.656012743932209830e+01 1.297176790233112911e+02
2.717578537644460539e+02 -2.656012743932209830e+01 1.297176790233112911e+02
2.864669446928160141e+02 7.014608234349478444e+00 4.320917165883358990e+01
2.864669446928160141e+02 7.014608234349478444e+00 4.320917165883358990e+01
2.864669446928160141e+02 7.014608234349478444e+00 4.320917165883358990e+01
2.864669446928160141e+02 7.014608234349478444e+00 4.320917165883358990e+01
2.864669446928160141e+02 7.014608234349478444e+00 4.320917165883358990e+01
1.120906904191381983e+02 -1.414820680408686471e+01 4.810183116621276156e+01
1.120906904191381983e+02 -1.414820680408686471e+01 4.810183116621276156e+01
1.120906904191381983e+02 -1.414820680408686471e+01 4.810183116621276156e+01
1.120906904191381983e+02 -1.414820680408686471e+01 4.810183116621276156e+01
1.120906904191381983e+02 -1.414820680408686471e+01 4.810183116621276156e+01
2.701539741412479998e+02 -2.289514939894605305e+01 5.346107569604782128e+01
2.701539741412479998e+02 -2.289514939894605305e+01 5.346107569604782128e+01
2.701539741412479998e+02 -2.289514939894605305e+01 5.346107569604782128e+01
2.701539741412479998e+02 -2.289514939894605305e+01 5.346107569604782128e+01
2.701539741412479998e+02 -2.289514939894605305e+01 5.346107569604782128e+01
2.561243645722220776e+02 -4.130598578818305100e+01 5.502241408609845053e+01
2.561243645722220776e+02 -4.130598578818305100e+01 5.502241408609845053e+01
2.561243645722220776e+02 -4.130598578818305100e+01 5.502241408609845053e+01
2.561243645722220776e+02 -4.130598578818305100e+01 5.502241408609845053e+01
2.561243645722220776e+02 -4.130598578818305100e+01 5.502241408609845053e+01
2.762368617907486623e+02 -1.195700279714053060e+01 1.474639711908560713e+01
2.762368617907486623e+02 -1.195700279714053060e+01 1.474639711908560713e+01
2.762368617907486623e+02 -1.195700279714053060e+01 1.474639711908560713e+01
2.762368617907486623e+02 -1.195700279714053060e+01 1.474639711908560713e+01
2.762368617907486623e+02 -1.195700279714053060e+01 1.474639711908560713e+01
2.450690185273680299e+02 -4.925198848928069850e+01 7.240655113649367536e+01
2.450690185273680299e+02 -4.925198848928069850e+01 7.240655113649367536e+01
2.450690185273680299e+02 -4.925198848928069850e+01 7.240655113649367536e+01
2.450690185273680299e+02 -4.925198848928069850e+01 7.240655113649367536e+01
2.450690185273680299e+02 -4.925198848928069850e+01 7.240655113649367536e+01
8.011716431504382285e+01 -6.788422651429566201e+01 2.778345293813917749e+01
8.011716431504382285e+01 -6.788422651429566201e+01 2.778345293813917749e+01
8.011716431504382285e+01 -6.788422651429566201e+01 2.778345293813917749e+01
8.011716431504382285e+01 -6.788422651429566201e+01 2.778345293813917749e+01
8.011716431504382285e+01 -6.788422651429566201e+01 2.778345293813917749e+01
1.775791924081484296e+02 -6.121519253465349664e+01 3.334499622694610110e+01
1.775791924081484296e+02 -6.121519253465349664e+01 3.334499622694610110e+01
1.775791924081484296e+02 -6.121519253465349664e+01 3.334499622694610110e+01
1.775791924081484296e+02 -6.121519253465349664e+01 3.334499622694610110e+01
1.775791924081484296e+02 -6.121519253465349664e+01 3.334499622694610110e+01
2.234160811036820462e+02 -5.971082079285346822e+01 1.856561074917906140e+01
2.234160811036820462e+02 -5.971082079285346822e+01 1.856561074917906140e+01
2.234160811036820462e+02 -5.971082079285346822e+01 1.856561074917906140e+01
2.234160811036820462e+02 -5.971082079285346822e+01 1.856561074917906140e+01
2.234160811036820462e+02 -5.971082079285346822e+01 1.856561074917906140e+01
1.235933464215058848e+02 -2.946893974252776260e+01 9.095663168737368665e+01
1.235933464215058848e+02 -2.946893974252776260e+01 9.095663168737368665e+01
1.235933464215058848e+02 -2.946893974252776260e+01 9.095663168737368665e+01
1.235933464215058848e+02 -2.946893974252776260e+01 9.095663168737368665e+01
1.235933464215058848e+02 -2.946893974252776260e+01 9.095663168737368665e+01
2.808802217228492850e+02 -4.003075762697520190e+00 3.990611326629278466e+01
2.808802217228492850e+02 -4.003075762697520190e+00 3.990611326629278466e+01
2.808802217228492850e+02 -4.003075762697520190e+00 3.990611326629278466e+01
2.808802217228492850e+02 -4.003075762697520190e+00 3.990611326629278466e+01
2.808802217228492850e+02 -4.003075762697520190e+00 3.990611326629278466e+01
2.637908069327572207e+02 -2.407405423273247536e+01 1.178795046324395628e+02
2.637908069327572207e+02 -2.407405423273247536e+01 1.178795046324395628e+02
2.637908069327572207e+02 -2.407405423273247536e+01 1.178795046324395628e+02
2.637908069327572207e+02 -2.407405423273247536e+01 1.178795046324395628e+02
2.637908069327572207e+02 -2.407405423273247536e+01 1.178795046324395628e+02
2.644797761376232188e+02 -3.301392581537928805e+01 8.253572649416109641e+01
2.644797761376232188e+02 -3.301392581537928805e+01 8.253572649416109641e+01
2.644797761376232188e+02 -3.301392581537928805e+01 8.253572649416109641e+01
2.644797761376232188e+02 -3.301392581537928805e+01 8.253572649416109641e+01
2.644797761376232188e+02 -3.301392581537928805e+01 8.253572649416109641e+01
7.781540997050016983e+01 -6.759894408422273671e+01 3.719935898424861165e+01
7.781540997050016983e+01 -6.759894408422273671e+01 3.719935898424861165e+01
7.781540997050016983e+01 -6.759894408422273671e+01 3.719935898424861165e+01
7.781540997050016983e+01 -6.759894408422273671e+01 3.719935898424861165e+01
7.781540997050016983e+01 -6.759894408422273671e+01 3.719935898424861165e+01
8.507063450172782382e+01 -6.734272511302501130e+01 4.142399839563454833e+01
8.507063450172782382e+01 -6.734272511302501130e+01 4.142399839563454833e+01
8.507063450172782382e+01 -6.734272511302501130e+01 4.142399839563454833e+01
8.507063450172782382e+01 -6.734272511302501130e+01 4.142399839563454833e+01
8.507063450172782382e+01 -6.734272511302501130e+01 4.142399839563454833e+01
2.514072578989710678e+02 -4.532799196914849205e+01 1.756110056288524746e+01
2.514072578989710678e+02 -4.532799196914849205e+01 1.756110056288524746e+01
2.514072578989710678e+02 -4.532799196914849205e+01 1.756110056288524746e+01
2.514072578989710678e+02 -4.532799196914849205e+01 1.756110056288524746e+01
2.514072578989710678e+02 -4.532799196914849205e+01 1.756110056288524746e+01
2.204598320841321595e+02 -6.217698300467940697e+01 4.335332025896377104e+02
2.204598320841321595e+02 -6.217698300467940697e+01 4.335332025896377104e+02
2.204598320841321595e+02 -6.217698300467940697e+01 4.335332025896377104e+02
2.204598320841321595e+02 -6.217698300467940697e+01 4.335332025896377104e+02
2.204598320841321595e+02 -6.217698300467940697e+01 4.335332025896377104e+02
2.740176783389511002e+02 -1.852892284013135082e+01 1.263991301850910105e+02
2.740176783389511002e+02 -1.852892284013135082e+01 1.263991301850910105e+02
2.740176783389511002e+02 -1.852892284013135082e+01 1.263991301850910105e+02
2.740176783389511002e+02 -1.852892284013135082e+01 1.263991301850910105e+02
2.740176783389511002e+02 -1.852892284013135082e+01 1.263991301850910105e+02
2.747380054234540694e+02 -2.177731445892548834e+01 2.342419114277014671e+02
2.747380054234540694e+02 -2.177731445892548834e+01 2.342419114277014671e+02
2.747380054234540694e+02 -2.177731445892548834e+01 2.342419114277014671e+02
2.747380054234540694e+02 -2.177731445892548834e+01 2.342419114277014671e+02
2.747380054234540694e+02 -2.177731445892548834e+01 2.342419114277014671e+02
1.671261579404543909e+02 -6.020874282497233310e+01 1.608400923212040823e+02
1.671261579404543909e+02 -6.020874282497233310e+01 1.608400923212040823e+02
1.671261579404543909e+02 -6.020874282497233310e+01 1.608400923212040823e+02
1.671261579404543909e+02 -6.020874282497233310e+01 1.608400923212040823e+02
1.671261579404543909e+02 -6.020874282497233310e+01 1.608400923212040823e+02
8.222884804969417871e+01 2.399698522389675048e+01 1.023882042891323863e+03
8.222884804969417871e+01 2.399698522389675048e+01 1.023882042891323863e+03
8.222884804969417871e+01 2.399698522389675048e+01 1.023882042891323863e+03
8.222884804969417871e+01 2.399698522389675048e+01 1.023882042891323863e+03
8.222884804969417871e+01 2.399698522389675048e+01 1.023882042891323863e+03
1.363154912206180711e+02 -4.553833677545048175e+01 4.877101407387452809e+02
1.363154912206180711e+02 -4.553833677545048175e+01 4.877101407387452809e+02
1.363154912206180711e+02 -4.553833677545048175e+01 4.877101407387452809e+02
1.363154912206180711e+02 -4.553833677545048175e+01 4.877101407387452809e+02
1.363154912206180711e+02 -4.553833677545048175e+01 4.877101407387452809e+02
2.998584062304548183e+02 3.162204221566806339e+01 2.166117507744423420e+01
2.998584062304548183e+02 3.162204221566806339e+01 2.166117507744423420e+01
2.998584062304548183e+02 3.162204221566806339e+01 2.166117507744423420e+01
2.998584062304548183e+02 3.162204221566806339e+01 2.166117507744423420e+01
2.998584062304548183e+02 3.162204221566806339e+01 2.166117507744423420e+01
2.806913487596555115e+02 -1.741098677705196884e+00 2.196906476083895825e+02
2.806913487596555115e+02 -1.741098677705196884e+00 2.196906476083895825e+02
2.806913487596555115e+02 -1.741098677705196884e+00 2.196906476083895825e+02
2.806913487596555115e+02 -1.741098677705196884e+00 2.196906476083895825e+02
2.806913487596555115e+02 -1.741098677705196884e+00 2.196906476083895825e+02
2.585214854086641481e+02 -3.871748426546991340e+01 2.284616579227400024e+01
2.585214854086641481e+02 -3.871748426546991340e+01 2.284616579227400024e+01
2.585214854086641481e+02 -3.871748426546991340e+01 2.284616579227400024e+01
2.585214854086641481e+02 -3.871748426546991340e+01 2.284616579227400024e+01
2.585214854086641481e+02 -3.871748426546991340e+01 2.284616579227400024e+01
2.961432689266297871e+02 2.513713748997010100e+01 3.107107783628033104e+01
2.961432689266297871e+02 2.513713748997010100e+01 3.107107783628033104e+01
2.961432689266297871e+02 2.513713748997010100e+01 3.107107783628033104e+01
2.961432689266297871e+02 2.513713748997010100e+01 3.107107783628033104e+01
2.961432689266297871e+02 2.513713748997010100e+01 3.107107783628033104e+01
2.954239880088485393e+02 1.654725868364820585e+01 1.073076362659899843e+02
2.954239880088485393e+02 1.654725868364820585e+01 1.073076362659899843e+02
2.954239880088485393e+02 1.654725868364820585e+01 1.073076362659899843e+02
2.954239880088485393e+02 1.654725868364820585e+01 1.073076362659899843e+02
2.954239880088485393e+02 1.654725868364820585e+01 1.073076362659899843e+02
2.016208711390658266e+02 -6.682202955703806424e+01 9.626173813650633804e+01
2.016208711390658266e+02 -6.682202955703806424e+01 9.626173813650633804e+01
2.016208711390658266e+02 -6.682202955703806424e+01 9.626173813650633804e+01
2.016208711390658266e+02 -6.682202955703806424e+01 9.626173813650633804e+01
2.016208711390658266e+02 -6.682202955703806424e+01 9.626173813650633804e+01
2.280739027607203866e+02 -5.523780139691248792e+01 1.122431690161143791e+02
2.280739027607203866e+02 -5.523780139691248792e+01 1.122431690161143791e+02
2.280739027607203866e+02 -5.523780139691248792e+01 1.122431690161143791e+02
2.280739027607203866e+02 -5.523780139691248792e+01 1.122431690161143791e+02
2.280739027607203866e+02 -5.523780139691248792e+01 1.122431690161143791e+02
2.675743202840223489e+02 -2.724414048306768876e+01 4.355232011795229852e+01
2.675743202840223489e+02 -2.724414048306768876e+01 4.355232011795229852e+01
2.675743202840223489e+02 -2.724414048306768876e+01 4.355232011795229852e+01
2.675743202840223489e+02 -2.724414048306768876e+01 4.355232011795229852e+01
2.675743202840223489e+02 -2.724414048306768876e+01 4.355232011795229852e+01
2.706256211777150043e+02 -2.228723946223157881e+01 1.946256890022804598e+01
2.706256211777150043e+02 -2.228723946223157881e+01 1.946256890022804598e+01
2.706256211777150043e+02 -2.228723946223157881e+01 1.946256890022804598e+01
2.706256211777150043e+02 -2.228723946223157881e+01 1.946256890022804598e+01
2.706256211777150043e+02 -2.228723946223157881e+01 1.946256890022804598e+01
7.361016763206535529e+01 -6.965639278170709758e+01 7.595476695844748605e+00
7.361016763206535529e+01 -6.965639278170709758e+01 7.595476695844748605e+00
7.361016763206535529e+01 -6.965639278170709758e+01 7.595476695844748605e+00
7.361016763206535529e+01 -6.965639278170709758e+01 7.595476695844748605e+00
7.361016763206535529e+01 -6.965639278170709758e+01 7.595476695844748605e+00
7.747753450666300523e+01 -6.779510126260507263e+01 2.400759416147963421e+01
7.747753450666300523e+01 -6.779510126260507263e+01 2.400759416147963421e+01
7.747753450666300523e+01 -6.779510126260507263e+01 2.400759416147963421e+01
7.747753450666300523e+01 -6.779510126260507263e+01 2.400759416147963421e+01
7.747753450666300523e+01 -6.779510126260507263e+01 2.400759416147963421e+01
8.262485819911407248e+01 -6.705677762153493404e+01 5.386367270383158434e+00
8.262485819911407248e+01 -6.705677762153493404e+01 5.386367270383158434e+00
8.262485819911407248e+01 -6.705677762153493404e+01 5.386367270383158434e+00
8.262485819911407248e+01 -6.705677762153493404e+01 5.386367270383158434e+00
8.262485819911407248e+01 -6.705677762153493404e+01 5.386367270383158434e+00
2.863958658463695883e+02 6.933847073849512377e+00 2.310781751681473750e+01
2.863958658463695883e+02 6.933847073849512377e+00 2.310781751681473750e+01
2.863958658463695883e+02 6.933847073849512377e+00 2.310781751681473750e+01
2.863958658463695883e+02 6.933847073849512377e+00 2.310781751681473750e+01
2.863958658463695883e+02 6.933847073849512377e+00 2.310781751681473750e+01
2.814548604522241817e+02 -2.945260688217802514e+00 1.402476691946794745e+02
2.814548604522241817e+02 -2.945260688217802514e+00 1.402476691946794745e+02
2.814548604522241817e+02 -2.945260688217802514e+00 1.402476691946794745e+02
2.814548604522241817e+02 -2.945260688217802514e+00 1.402476691946794745e+02
