# ra dec snr
7.928010554705114998e+01 -6.845839996018605689e+01 5.180089769575916492e+00
2.204276840581652834e+02 -5.978676563849110437e+01 5.083238373612354621e+01
2.204276840581652834e+02 -5.978676563849110437e+01 5.083238373612354621e+01
2.204276840581652834e+02 -5.978676563849110437e+01 5.083238373612354621e+01
2.204276840581652834e+02 -5.978676563849110437e+01 5.083238373612354621e+01
2.204276840581652834e+02 -5.978676563849110437e+01 5.083238373612354621e+01
1.546028682997755084e+02 -5.486643492906441821e+01 8.194398020941778782e+01
1.546028682997755084e+02 -5.486643492906441821e+01 8.194398020941778782e+01
1.546028682997755084e+02 -5.486643492906441821e+01 8.194398020941778782e+01
1.546028682997755084e+02 -5.486643492906441821e+01 8.194398020941778782e+01
1.546028682997755084e+02 -5.486643492906441821e+01 8.194398020941778782e+01
2.641007321133247956e+02 -3.074205847062781061e+01 2.013468997716560693e+01
2.641007321133247956e+02 -3.074205847062781061e+01 2.013468997716560693e+01
2.641007321133247956e+02 -3.074205847062781061e+01 2.013468997716560693e+01
2.641007321133247956e+02 -3.074205847062781061e+01 2.013468997716560693e+01
2.641007321133247956e+02 -3.074205847062781061e+01 2.013468997716560693e+01
8.089575586130602858e+01 -6.763657393681597796e+01 1.372051121080061620e+01
8.089575586130602858e+01 -6.763657393681597796e+01 1.372051121080061620e+01
8.089575586130602858e+01 -6.763657393681597796e+01 1.372051121080061620e+01
8.089575586130602858e+01 -6.763657393681597796e+01 1.372051121080061620e+01
8.089575586130602858e+01 -6.763657393681597796e+01 1.372051121080061620e+01
2.253892812503399909e+02 -5.658406527127711882e+01 2.381227258702589467e+01
2.253892812503399909e+02 -5.658406527127711882e+01 2.381227258702589467e+01
2.253892812503399909e+02 -5.658406527127711882e+01 2.381227258702589467e+01
2.253892812503399909e+02 -5.658406527127711882e+01 2.381227258702589467e+01
2.253892812503399909e+02 -5.658406527127711882e+01 2.381227258702589467e+01
8.196960053862005680e+01 -6.924387729169882277e+01 1.562686709001278551e+01
8.196960053862005680e+01 -6.924387729169882277e+01 1.562686709001278551e+01
8.196960053862005680e+01 -6.924387729169882277e+01 1.562686709001278551e+01
8.196960053862005680e+01 -6.924387729169882277e+01 1.562686709001278551e+01
8.196960053862005680e+01 -6.924387729169882277e+01 1.562686709001278551e+01
1.879650182657795199e+02 -6.768587903864654720e+01 6.840627724550670052e+01
1.879650182657795199e+02 -6.768587903864654720e+01 6.840627724550670052e+01
1.879650182657795199e+02 -6.768587903864654720e+01 6.840627724550670052e+01
1.879650182657795199e+02 -6.768587903864654720e+01 6.840627724550670052e+01
1.879650182657795199e+02 -6.768587903864654720e+01 6.840627724550670052e+01
2.759146488132126933e+02 -1.991843801372005984e+01 5.570108230581885067e+01
2.759146488132126933e+02 -1.991843801372005984e+01 5.570108230581885067e+01
2.759146488132126933e+02 -1.991843801372005984e+01 5.570108230581885067e+01
2.759146488132126933e+02 -1.991843801372005984e+01 5.570108230581885067e+01
2.759146488132126933e+02 -1.991843801372005984e+01 5.570108230581885067e+01
2.966972572697383157e+02 2.152121420673147867e+01 6.588422073503384979e+01
2.966972572697383157e+02 2.152121420673147867e+01 6.588422073503384979e+01
2.966972572697383157e+02 2.152121420673147867e+01 6.588422073503384979e+01
2.966972572697383157e+02 2.152121420673147867e+01 6.588422073503384979e+01
2.966972572697383157e+02 2.152121420673147867e+01 6.588422073503384979e+01
1.614600439311883235e+02 -6.194208808643559649e+01 3.196762442642708990e+01
1.614600439311883235e+02 -6.194208808643559649e+01 3.196762442642708990e+01
1.614600439311883235e+02 -6.194208808643559649e+01 3.196762442642708990e+01
1.614600439311883235e+02 -6.194208808643559649e+01 3.196762442642708990e+01
1.614600439311883235e+02 -6.194208808643559649e+01 3.196762442642708990e+01
2.736326126100086071e+02 -1.673613981195845568e+01 8.002428986694539503e+00
2.736326126100086071e+02 -1.673613981195845568e+01 8.002428986694539503e+00
2.736326126100086071e+02 -1.673613981195845568e+01 8.002428986694539503e+00
2.736326126100086071e+02 -1.673613981195845568e+01 8.002428986694539503e+00
2.736326126100086071e+02 -1.673613981195845568e+01 8.002428986694539503e+00
2.321392819322670675e+02 -5.693367668060027853e+01 8.825327858123266367e+01
2.321392819322670675e+02 -5.693367668060027853e+01 8.825327858123266367e+01
2.321392819322670675e+02 -5.693367668060027853e+01 8.825327858123266367e+01
2.321392819322670675e+02 -5.693367668060027853e+01 8.825327858123266367e+01
2.321392819322670675e+02 -5.693367668060027853e+01 8.825327858123266367e+01
1.946871625080768808e+01 -7.281942712058985023e+01 7.709887863287015364e+00
1.946871625080768808e+01 -7.281942712058985023e+01 7.709887863287015364e+00
1.946871625080768808e+01 -7.281942712058985023e+01 7.709887863287015364e+00
1.946871625080768808e+01 -7.281942712058985023e+01 7.709887863287015364e+00
1.946871625080768808e+01 -7.281942712058985023e+01 7.709887863287015364e+00
2.886912977729905379e+02 1.408835843346901662e+01 8.963443297507272689e+01
2.886912977729905379e+02 1.408835843346901662e+01 8.963443297507272689e+01
2.886912977729905379e+02 1.408835843346901662e+01 8.963443297507272689e+01
2.886912977729905379e+02 1.408835843346901662e+01 8.963443297507272689e+01
2.886912977729905379e+02 1.408835843346901662e+01 8.963443297507272689e+01
2.943155183435021627e+02 2.227638171837385883e+01 1.641468790146997137e+01
2.943155183435021627e+02 2.227638171837385883e+01 1.641468790146997137e+01
2.943155183435021627e+02 2.227638171837385883e+01 1.641468790146997137e+01
2.943155183435021627e+02 2.227638171837385883e+01 1.641468790146997137e+01
2.943155183435021627e+02 2.227638171837385883e+01 1.641468790146997137e+01
2.367095074387333966e+02 -5.472639195807543189e+01 3.940990472712199733e+01
2.367095074387333966e+02 -5.472639195807543189e+01 3.940990472712199733e+01
2.367095074387333966e+02 -5.472639195807543189e+01 3.940990472712199733e+01
2.367095074387333966e+02 -5.472639195807543189e+01 3.940990472712199733e+01
2.367095074387333966e+02 -5.472639195807543189e+01 3.940990472712199733e+01
2.443829403428154308e+02 -5.004514683439209222e+01 1.605237694471490784e+01
2.443829403428154308e+02 -5.004514683439209222e+01 1.605237694471490784e+01
2.443829403428154308e+02 -5.004514683439209222e+01 1.605237694471490784e+01
2.443829403428154308e+02 -5.004514683439209222e+01 1.605237694471490784e+01
2.443829403428154308e+02 -5.004514683439209222e+01 1.605237694471490784e+01
2.167975694483575921e+02 -5.832583208322826351e+01 1.735235487439700535e+02
2.167975694483575921e+02 -5.832583208322826351e+01 1.735235487439700535e+02
2.167975694483575921e+02 -5.832583208322826351e+01 1.735235487439700535e+02
2.167975694483575921e+02 -5.832583208322826351e+01 1.735235487439700535e+02
2.167975694483575921e+02 -5.832583208322826351e+01 1.735235487439700535e+02
2.597802386064188909e+02 -3.672086270855083256e+01 1.620254281919430994e+01
2.597802386064188909e+02 -3.672086270855083256e+01 1.620254281919430994e+01
2.597802386064188909e+02 -3.672086270855083256e+01 1.620254281919430994e+01
2.597802386064188909e+02 -3.672086270855083256e+01 1.620254281919430994e+01
2.597802386064188909e+02 -3.672086270855083256e+01 1.620254281919430994e+01
7.303303945540361042e+01 -6.933651209872402887e+01 3.256451465876962548e+00
7.303303945540361042e+01 -6.933651209872402887e+01 3.256451465876962548e+00
7.303303945540361042e+01 -6.933651209872402887e+01 3.256451465876962548e+00
7.303303945540361042e+01 -6.933651209872402887e+01 3.256451465876962548e+00
7.303303945540361042e+01 -6.933651209872402887e+01 3.256451465876962548e+00
2.375832858956881921e+02 -5.414471795651731867e+01 3.773652809406731024e+01
2.375832858956881921e+02 -5.414471795651731867e+01 3.773652809406731024e+01
2.375832858956881921e+02 -5.414471795651731867e+01 3.773652809406731024e+01
2.375832858956881921e+02 -5.414471795651731867e+01 3.773652809406731024e+01
2.375832858956881921e+02 -5.414471795651731867e+01 3.773652809406731024e+01
2.438551599310503946e+02 -5.149878405536328785e+01 1.112810423106323583e+02
2.438551599310503946e+02 -5.149878405536328785e+01 1.112810423106323583e+02
2.438551599310503946e+02 -5.149878405536328785e+01 1.112810423106323583e+02
2.438551599310503946e+02 -5.149878405536328785e+01 1.112810423106323583e+02
2.438551599310503946e+02 -5.149878405536328785e+01 1.112810423106323583e+02
2.673273564624446408e+02 -2.654428924537894119e+01 9.376232963909952645e+00
2.673273564624446408e+02 -2.654428924537894119e+01 9.376232963909952645e+00
2.673273564624446408e+02 -2.654428924537894119e+01 9.376232963909952645e+00
2.673273564624446408e+02 -2.654428924537894119e+01 9.376232963909952645e+00
2.673273564624446408e+02 -2.654428924537894119e+01 9.376232963909952645e+00
1.702828076852021297e+02 -6.388836630505638681e+01 3.408621083864394308e+01
1.702828076852021297e+02 -6.388836630505638681e+01 3.408621083864394308e+01
1.702828076852021297e+02 -6.388836630505638681e+01 3.408621083864394308e+01
1.702828076852021297e+02 -6.388836630505638681e+01 3.408621083864394308e+01
1.702828076852021297e+02 -6.388836630505638681e+01 3.408621083864394308e+01
2.370268602290616684e+02 -5.445021003400574244e+01 8.674230744257396708e+00
2.370268602290616684e+02 -5.445021003400574244e+01 8.674230744257396708e+00
2.370268602290616684e+02 -5.445021003400574244e+01 8.674230744257396708e+00
2.370268602290616684e+02 -5.445021003400574244e+01 8.674230744257396708e+00
2.370268602290616684e+02 -5.445021003400574244e+01 8.674230744257396708e+00
8.013257898988199202e+01 -6.949742290057621119e+01 2.068783236558341621e+00
8.013257898988199202e+01 -6.949742290057621119e+01 2.068783236558341621e+00
8.013257898988199202e+01 -6.949742290057621119e+01 2.068783236558341621e+00
8.013257898988199202e+01 -6.949742290057621119e+01 2.068783236558341621e+00
8.013257898988199202e+01 -6.949742290057621119e+01 2.068783236558341621e+00
1.821552504044156535e+02 -6.540101365131266675e+01 2.355839429601302015e+01
1.821552504044156535e+02 -6.540101365131266675e+01 2.355839429601302015e+01
1.821552504044156535e+02 -6.540101365131266675e+01 2.355839429601302015e+01
1.821552504044156535e+02 -6.540101365131266675e+01 2.355839429601302015e+01
1.821552504044156535e+02 -6.540101365131266675e+01 2.355839429601302015e+01
1.833360687062119965e+01 -7.263108004889744507e+01 1.138359821288742779e+01
1.833360687062119965e+01 -7.263108004889744507e+01 1.138359821288742779e+01
1.833360687062119965e+01 -7.263108004889744507e+01 1.138359821288742779e+01
1.833360687062119965e+01 -7.263108004889744507e+01 1.138359821288742779e+01
1.833360687062119965e+01 -7.263108004889744507e+01 1.138359821288742779e+01
2.768605707260147142e+02 -1.446217260403081006e+01 9.006345424873924088e+00
2.768605707260147142e+02 -1.446217260403081006e+01 9.006345424873924088e+00
2.768605707260147142e+02 -1.446217260403081006e+01 9.006345424873924088e+00
2.768605707260147142e+02 -1.446217260403081006e+01 9.006345424873924088e+00
2.768605707260147142e+02 -1.446217260403081006e+01 9.006345424873924088e+00
2.107621905768598367e+02 -6.167394739033868234e+01 2.491429040711995242e+02
2.107621905768598367e+02 -6.167394739033868234e+01 2.491429040711995242e+02
2.107621905768598367e+02 -6.167394739033868234e+01 2.491429040711995242e+02
2.107621905768598367e+02 -6.167394739033868234e+01 2.491429040711995242e+02
2.107621905768598367e+02 -6.167394739033868234e+01 2.491429040711995242e+02
2.523757030352815889e+02 -4.430838273987278342e+01 2.014211806438019892e+01
2.523757030352815889e+02 -4.430838273987278342e+01 2.014211806438019892e+01
2.523757030352815889e+02 -4.430838273987278342e+01 2.014211806438019892e+01
2.523757030352815889e+02 -4.430838273987278342e+01 2.014211806438019892e+01
2.523757030352815889e+02 -4.430838273987278342e+01 2.014211806438019892e+01
2.303520438082769317e+02 -5.668113058749055000e+01 5.639779050868452259e+01
2.303520438082769317e+02 -5.668113058749055000e+01 5.639779050868452259e+01
2.303520438082769317e+02 -5.668113058749055000e+01 5.639779050868452259e+01
2.303520438082769317e+02 -5.668113058749055000e+01 5.639779050868452259e+01
2.303520438082769317e+02 -5.668113058749055000e+01 5.639779050868452259e+01
2.481062052531030986e+02 -4.949742073227240269e+01 5.537454024069136693e+01
2.481062052531030986e+02 -4.949742073227240269e+01 5.537454024069136693e+01
2.481062052531030986e+02 -4.949742073227240269e+01 5.537454024069136693e+01
2.481062052531030986e+02 -4.949742073227240269e+01 5.537454024069136693e+01
2.481062052531030986e+02 -4.949742073227240269e+01 5.537454024069136693e+01
2.791292132886093782e+02 -6.935590100576018990e+00 1.895184176522895925e+01
2.791292132886093782e+02 -6.935590100576018990e+00 1.895184176522895925e+01
2.791292132886093782e+02 -6.935590100576018990e+00 1.895184176522895925e+01
2.791292132886093782e+02 -6.935590100576018990e+00 1.895184176522895925e+01
2.791292132886093782e+02 -6.935590100576018990e+00 1.895184176522895925e+01
2.700473623036741060e+02 -2.386805775626536175e+01 1.439031770561696177e+01
2.700473623036741060e+02 -2.386805775626536175e+01 1.439031770561696177e+01
2.700473623036741060e+02 -2.386805775626536175e+01 1.439031770561696177e+01
2.700473623036741060e+02 -2.386805775626536175e+01 1.439031770561696177e+01
2.700473623036741060e+02 -2.386805775626536175e+01 1.439031770561696177e+01
7.996700397158851104e+01 -6.602332629186585677e+01 9.552384835899198734e+00
7.996700397158851104e+01 -6.602332629186585677e+01 9.552384835899198734e+00
7.996700397158851104e+01 -6.602332629186585677e+01 9.552384835899198734e+00
7.996700397158851104e+01 -6.602332629186585677e+01 9.552384835899198734e+00
7.996700397158851104e+01 -6.602332629186585677e+01 9.552384835899198734e+00
2.251587044207282133e+02 -5.844105778091012837e+01 9.347081055533204008e+00
2.251587044207282133e+02 -5.844105778091012837e+01 9.347081055533204008e+00
2.251587044207282133e+02 -5.844105778091012837e+01 9.347081055533204008e+00
2.251587044207282133e+02 -5.844105778091012837e+01 9.347081055533204008e+00
2.251587044207282133e+02 -5.844105778091012837e+01 9.347081055533204008e+00
2.393217077890224687e+02 -5.342550411303326285e+01 1.482424627673582336e+02
2.393217077890224687e+02 -5.342550411303326285e+01 1.482424627673582336e+02
2.393217077890224687e+02 -5.342550411303326285e+01 1.482424627673582336e+02
2.393217077890224687e+02 -5.342550411303326285e+01 1.482424627673582336e+02
2.393217077890224687e+02 -5.342550411303326285e+01 1.482424627673582336e+02
2.962951568174947283e+02 1.371743575313971064e+01 1.813364840723381803e+02
2.962951568174947283e+02 1.371743575313971064e+01 1.813364840723381803e+02
2.962951568174947283e+02 1.371743575313971064e+01 1.813364840723381803e+02
2.962951568174947283e+02 1.371743575313971064e+01 1.813364840723381803e+02
2.962951568174947283e+02 1.371743575313971064e+01 1.813364840723381803e+02
8.316792644279303204e+01 -6.907981240641102261e+01 8.099663240551031151e+00
8.316792644279303204e+01 -6.907981240641102261e+01 8.099663240551031151e+00
8.316792644279303204e+01 -6.907981240641102261e+01 8.099663240551031151e+00
8.316792644279303204e+01 -6.907981240641102261e+01 8.099663240551031151e+00
8.316792644279303204e+01 -6.907981240641102261e+01 8.099663240551031151e+00
2.246202705849625261e+02 -5.959093487215655927e+01 3.983843324632719884e+01
2.246202705849625261e+02 -5.959093487215655927e+01 3.983843324632719884e+01
2.246202705849625261e+02 -5.959093487215655927e+01 3.983843324632719884e+01
2.246202705849625261e+02 -5.959093487215655927e+01 3.983843324632719884e+01
2.246202705849625261e+02 -5.959093487215655927e+01 3.983843324632719884e+01
2.306428964636767205e+02 -5.689845824766271676e+01 2.174660089332524748e+01
2.306428964636767205e+02 -5.689845824766271676e+01 2.174660089332524748e+01
2.306428964636767205e+02 -5.689845824766271676e+01 2.174660089332524748e+01
2.306428964636767205e+02 -5.689845824766271676e+01 2.174660089332524748e+01
2.306428964636767205e+02 -5.689845824766271676e+01 2.174660089332524748e+01
2.911194403363344918e+02 1.505182924667199273e+01 2.616346597136608310e+01
2.911194403363344918e+02 1.505182924667199273e+01 2.616346597136608310e+01
2.911194403363344918e+02 1.505182924667199273e+01 2.616346597136608310e+01
2.911194403363344918e+02 1.505182924667199273e+01 2.616346597136608310e+01
2.911194403363344918e+02 1.505182924667199273e+01 2.616346597136608310e+01
2.536140448321974930e+02 -4.574900189421862251e+01 3.609425762139690619e+01
2.536140448321974930e+02 -4.574900189421862251e+01 3.609425762139690619e+01
2.536140448321974930e+02 -4.574900189421862251e+01 3.609425762139690619e+01
2.536140448321974930e+02 -4.574900189421862251e+01 3.609425762139690619e+01
2.536140448321974930e+02 -4.574900189421862251e+01 3.609425762139690619e+01
2.742279032911821446e+02 -1.584604080603607912e+01 2.443554661849926291e+01
2.742279032911821446e+02 -1.584604080603607912e+01 2.443554661849926291e+01
2.742279032911821446e+02 -1.584604080603607912e+01 2.443554661849926291e+01
2.742279032911821446e+02 -1.584604080603607912e+01 2.443554661849926291e+01
2.742279032911821446e+02 -1.584604080603607912e+01 2.443554661849926291e+01
2.780803570832612195e+02 -2.396368033122804331e+00 1.946945407238741410e+01
2.780803570832612195e+02 -2.396368033122804331e+00 1.946945407238741410e+01
2.780803570832612195e+02 -2.396368033122804331e+00 1.946945407238741410e+01
2.780803570832612195e+02 -2.396368033122804331e+00 1.946945407238741410e+01
2.780803570832612195e+02 -2.396368033122804331e+00 1.946945407238741410e+01
2.885263123149724152e+02 3.068900378176443233e+00 1.582600683602590550e+02
2.885263123149724152e+02 3.068900378176443233e+00 1.582600683602590550e+02
2.885263123149724152e+02 3.068900378176443233e+00 1.582600683602590550e+02
2.885263123149724152e+02 3.068900378176443233e+00 1.582600683602590550e+02
2.885263123149724152e+02 3.068900378176443233e+00 1.582600683602590550e+02
2.853640185079241860e+02 6.508566484719442435e+00 1.008695795255449923e+01
2.853640185079241860e+02 6.508566484719442435e+00 1.008695795255449923e+01
2.853640185079241860e+02 6.508566484719442435e+00 1.008695795255449923e+01
2.853640185079241860e+02 6.508566484719442435e+00 1.008695795255449923e+01
2.853640185079241860e+02 6.508566484719442435e+00 1.008695795255449923e+01
1.368607915940365416e+01 -7.323640911866483805e+01 1.490047774712310513e+01
1.368607915940365416e+01 -7.323640911866483805e+01 1.490047774712310513e+01
1.368607915940365416e+01 -7.323640911866483805e+01 1.490047774712310513e+01
1.368607915940365416e+01 -7.323640911866483805e+01 1.490047774712310513e+01
1.368607915940365416e+01 -7.323640911866483805e+01 1.490047774712310513e+01
7.437490894567022792e+01 -6.913591950592683588e+01 3.809171417092783507e+00
7.437490894567022792e+01 -6.913591950592683588e+01 3.809171417092783507e+00
7.437490894567022792e+01 -6.913591950592683588e+01 3.809171417092783507e+00
7.437490894567022792e+01 -6.913591950592683588e+01 3.809171417092783507e+00
7.437490894567022792e+01 -6.913591950592683588e+01 3.809171417092783507e+00
2.635198156017236215e+02 -3.235302399387687444e+01 2.604310077620351294e+01
2.635198156017236215e+02 -3.235302399387687444e+01 2.604310077620351294e+01
2.635198156017236215e+02 -3.235302399387687444e+01 2.604310077620351294e+01
2.635198156017236215e+02 -3.235302399387687444e+01 2.604310077620351294e+01
2.635198156017236215e+02 -3.235302399387687444e+01 2.604310077620351294e+01
7.519657927348470139e+01 -7.040183762481228769e+01 1.060287506743315689e+01
7.519657927348470139e+01 -7.040183762481228769e+01 1.060287506743315689e+01
7.519657927348470139e+01 -7.040183762481228769e+01 1.060287506743315689e+01
7.519657927348470139e+01 -7.040183762481228769e+01 1.060287506743315689e+01
7.519657927348470139e+01 -7.040183762481228769e+01 1.060287506743315689e+01
2.563129144842804976e+02 -4.015150872681125804e+01 3.969646583830708408e+01
2.563129144842804976e+02 -4.015150872681125804e+01 3.969646583830708408e+01
2.563129144842804976e+02 -4.015150872681125804e+01 3.969646583830708408e+01
2.563129144842804976e+02 -4.015150872681125804e+01 3.969646583830708408e+01
2.563129144842804976e+02 -4.015150872681125804e+01 3.969646583830708408e+01
2.451112594999800933e+02 -5.036479792654529319e+01 1.928978815276492469e+02
2.451112594999800933e+02 -5.036479792654529319e+01 1.928978815276492469e+02
2.451112594999800933e+02 -5.036479792654529319e+01 1.928978815276492469e+02
2.451112594999800933e+02 -5.036479792654529319e+01 1.928978815276492469e+02
2.451112594999800933e+02 -5.036479792654529319e+01 1.928978815276492469e+02
9.676913020122027831e+01 1.383415321257743358e+01 5.755587869882709384e+01
9.676913020122027831e+01 1.383415321257743358e+01 5.755587869882709384e+01
9.676913020122027831e+01 1.383415321257743358e+01 5.755587869882709384e+01
9.676913020122027831e+01 1.383415321257743358e+01 5.755587869882709384e+01
9.676913020122027831e+01 1.383415321257743358e+01 5.755587869882709384e+01
2.800127047156870503e+02 -7.386956401110938764e+00 1.161894336749956302e+01
2.800127047156870503e+02 -7.386956401110938764e+00 1.161894336749956302e+01
2.800127047156870503e+02 -7.386956401110938764e+00 1.161894336749956302e+01
2.800127047156870503e+02 -7.386956401110938764e+00 1.161894336749956302e+01
2.800127047156870503e+02 -7.386956401110938764e+00 1.161894336749956302e+01
1.222000853344920017e+02 -3.838618088262636263e+01 2.539725922029093041e+01
1.222000853344920017e+02 -3.838618088262636263e+01 2.539725922029093041e+01
1.222000853344920017e+02 -3.838618088262636263e+01 2.539725922029093041e+01
1.222000853344920017e+02 -3.838618088262636263e+01 2.539725922029093041e+01
1.222000853344920017e+02 -3.838618088262636263e+01 2.539725922029093041e+01
8.409273154211228984e+01 -6.647045361039421607e+01 6.747819365784655687e+00
8.409273154211228984e+01 -6.647045361039421607e+01 6.747819365784655687e+00
8.409273154211228984e+01 -6.647045361039421607e+01 6.747819365784655687e+00
8.409273154211228984e+01 -6.647045361039421607e+01 6.747819365784655687e+00
8.409273154211228984e+01 -6.647045361039421607e+01 6.747819365784655687e+00
2.529916085187724661e+02 -4.345241017869874867e+01 1.032040447528148519e+02
2.529916085187724661e+02 -4.345241017869874867e+01 1.032040447528148519e+02
2.529916085187724661e+02 -4.345241017869874867e+01 1.032040447528148519e+02
2.529916085187724661e+02 -4.345241017869874867e+01 1.032040447528148519e+02
2.529916085187724661e+02 -4.345241017869874867e+01 1.032040447528148519e+02
1.699394589699462870e+02 -6.159980332030134775e+01 4.418563858866568239e+01
1.699394589699462870e+02 -6.159980332030134775e+01 4.418563858866568239e+01
1.699394589699462870e+02 -6.159980332030134775e+01 4.418563858866568239e+01
1.699394589699462870e+02 -6.159980332030134775e+01 4.418563858866568239e+01
1.699394589699462870e+02 -6.159980332030134775e+01 4.418563858866568239e+01
1.012733765540308184e+02 -3.523283441405902772e-01 7.579119859318684576e+02
1.012733765540308184e+02 -3.523283441405902772e-01 7.579119859318684576e+02
1.012733765540308184e+02 -3.523283441405902772e-01 7.579119859318684576e+02
1.012733765540308184e+02 -3.523283441405902772e-01 7.579119859318684576e+02
1.012733765540308184e+02 -3.523283441405902772e-01 7.579119859318684576e+02
2.484205031576312024e+02 -4.689472984610225836e+01 7.105584369941632872e+01
2.484205031576312024e+02 -4.689472984610225836e+01 7.105584369941632872e+01
2.484205031576312024e+02 -4.689472984610225836e+01 7.105584369941632872e+01
2.484205031576312024e+02 -4.689472984610225836e+01 7.105584369941632872e+01
2.484205031576312024e+02 -4.689472984610225836e+01 7.105584369941632872e+01
2.450500084388449977e+02 -4.952099246915336295e+01 8.537358466016211622e+00
2.450500084388449977e+02 -4.952099246915336295e+01 8.537358466016211622e+00
2.450500084388449977e+02 -4.952099246915336295e+01 8.537358466016211622e+00
2.450500084388449977e+02 -4.952099246915336295e+01 8.537358466016211622e+00
2.450500084388449977e+02 -4.952099246915336295e+01 8.537358466016211622e+00
2.703299617114210491e+02 -8.781911673481374692e+00 4.278261432804463027e+01
2.703299617114210491e+02 -8.781911673481374692e+00 4.278261432804463027e+01
2.703299617114210491e+02 -8.781911673481374692e+00 4.278261432804463027e+01
2.703299617114210491e+02 -8.781911673481374692e+00 4.278261432804463027e+01
2.703299617114210491e+02 -8.781911673481374692e+00 4.278261432804463027e+01
2.297798758558646455e+02 -5.897530529599300309e+01 6.656224732877446115e+01
2.297798758558646455e+02 -5.897530529599300309e+01 6.656224732877446115e+01
2.297798758558646455e+02 -5.897530529599300309e+01 6.656224732877446115e+01
2.297798758558646455e+02 -5.897530529599300309e+01 6.656224732877446115e+01
2.297798758558646455e+02 -5.897530529599300309e+01 6.656224732877446115e+01
2.307332999208178421e+02 -5.731783819406692260e+01 7.549352978902525102e+00
2.307332999208178421e+02 -5.731783819406692260e+01 7.549352978902525102e+00
2.307332999208178421e+02 -5.731783819406692260e+01 7.549352978902525102e+00
2.307332999208178421e+02 -5.731783819406692260e+01 7.549352978902525102e+00
2.307332999208178421e+02 -5.731783819406692260e+01 7.549352978902525102e+00
2.679577225038040638e+02 -2.417815646196630652e+01 1.779913896062170053e+01
2.679577225038040638e+02 -2.417815646196630652e+01 1.779913896062170053e+01
2.679577225038040638e+02 -2.417815646196630652e+01 1.779913896062170053e+01
2.679577225038040638e+02 -2.417815646196630652e+01 1.779913896062170053e+01
2.679577225038040638e+02 -2.417815646196630652e+01 1.779913896062170053e+01
2.627291315876283875e+02 -3.563967705428059674e+01 7.417777703322973082e+01
2.627291315876283875e+02 -3.563967705428059674e+01 7.417777703322973082e+01
2.627291315876283875e+02 -3.563967705428059674e+01 7.417777703322973082e+01
2.627291315876283875e+02 -3.563967705428059674e+01 7.417777703322973082e+01
2.627291315876283875e+02 -3.563967705428059674e+01 7.417777703322973082e+01
2.501765231754470449e+02 -4.557444445734935101e+01 7.268523705528689050e+01
2.501765231754470449e+02 -4.557444445734935101e+01 7.268523705528689050e+01
2.501765231754470449e+02 -4.557444445734935101e+01 7.268523705528689050e+01
2.501765231754470449e+02 -4.557444445734935101e+01 7.268523705528689050e+01
2.501765231754470449e+02 -4.557444445734935101e+01 7.268523705528689050e+01
2.662442762968686907e+02 -2.703647930378506103e+01 6.876300301391128755e+01
2.662442762968686907e+02 -2.703647930378506103e+01 6.876300301391128755e+01
2.662442762968686907e+02 -2.703647930378506103e+01 6.876300301391128755e+01
2.662442762968686907e+02 -2.703647930378506103e+01 6.876300301391128755e+01
2.662442762968686907e+02 -2.703647930378506103e+01 6.876300301391128755e+01
8.218509502323429672e+01 -6.755403952327088746e+01 1.947034722624010072e+01
8.218509502323429672e+01 -6.755403952327088746e+01 1.947034722624010072e+01
8.218509502323429672e+01 -6.755403952327088746e+01 1.947034722624010072e+01
8.218509502323429672e+01 -6.755403952327088746e+01 1.947034722624010072e+01
8.218509502323429672e+01 -6.755403952327088746e+01 1.947034722624010072e+01
8.086286363077721262e+01 -6.747622527171849072e+01 3.768095613130239663e+00
8.086286363077721262e+01 -6.747622527171849072e+01 3.768095613130239663e+00
8.086286363077721262e+01 -6.747622527171849072e+01 3.768095613130239663e+00
8.086286363077721262e+01 -6.747622527171849072e+01 3.768095613130239663e+00
8.086286363077721262e+01 -6.747622527171849072e+01 3.768095613130239663e+00
7.369929374179372417e+01 -6.657644705603762247e+01 7.214796971904629430e+00
7.369929374179372417e+01 -6.657644705603762247e+01 7.214796971904629430e+00
7.369929374179372417e+01 -6.657644705603762247e+01 7.214796971904629430e+00
7.369929374179372417e+01 -6.657644705603762247e+01 7.214796971904629430e+00
7.369929374179372417e+01 -6.657644705603762247e+01 7.214796971904629430e+00
2.642687012767751753e+02 -3.220345611084705695e+01 2.163165536913820119e+01
2.642687012767751753e+02 -3.220345611084705695e+01 2.163165536913820119e+01
2.642687012767751753e+02 -3.220345611084705695e+01 2.163165536913820119e+01
2.642687012767751753e+02 -3.220345611084705695e+01 2.163165536913820119e+01
2.642687012767751753e+02 -3.220345611084705695e+01 2.163165536913820119e+01
2.499148473276978280e+02 -4.431547694636647350e+01 4.412476238765894010e+01
2.499148473276978280e+02 -4.431547694636647350e+01 4.412476238765894010e+01
2.499148473276978280e+02 -4.431547694636647350e+01 4.412476238765894010e+01
2.499148473276978280e+02 -4.431547694636647350e+01 4.412476238765894010e+01
2.499148473276978280e+02 -4.431547694636647350e+01 4.412476238765894010e+01
2.421329744442723495e+02 -5.174836971149522924e+01 2.799862943686858330e+01
2.421329744442723495e+02 -5.174836971149522924e+01 2.799862943686858330e+01
2.421329744442723495e+02 -5.174836971149522924e+01 2.799862943686858330e+01
