# t, hp, hx
1.295334732300000048e-02 -2.041751892399999886e-03 -1.402115385299999990e-05
1.304177633099999969e-02 -4.199463612599999875e-03 -2.036197890599999869e-05
1.313063695399999987e-02 -2.554612941900000211e-03 -1.027541804799999931e-05
1.321939942200000065e-02 -3.628806851900000024e-04 2.203882203600000139e-06
1.330819668199999944e-02 -1.120083804500000054e-03 7.412077433899999957e-06
1.339698047900000043e-02 -3.572140333899999787e-03 8.020488705500000706e-06
1.348573961699999976e-02 -3.589580643100000103e-03 7.408837808400000341e-06
1.357460113300000028e-02 -1.397229947199999907e-03 6.288941144700000104e-06
1.366342643299999979e-02 -2.652604847699999852e-04 5.944958323700000259e-06
1.375225905100000041e-02 -1.281156473999999932e-03 4.929077183099999739e-06
1.384106234699999938e-02 -3.278352645499999808e-03 -4.116634393299999838e-06
1.392995470199999940e-02 -3.271966938300000047e-03 -1.778372627400000159e-05
1.401867281599999959e-02 -1.346972192899999893e-03 -1.746868290699999838e-05
1.410743478400000063e-02 -2.328235397599999913e-04 -3.701548482500000109e-06
1.419623740899999924e-02 -1.014492576900000078e-03 1.335029889799999992e-06
1.428512873700000033e-02 -2.991059998899999947e-03 -5.142342910599999913e-06
1.437388050599999918e-02 -3.199213781899999838e-03 -9.059492609099999879e-06
1.446270339299999923e-02 -1.143386801499999975e-03 -6.293076551500000270e-06
1.455149291699999944e-02 1.616986585999999988e-04 2.046246967400000091e-06
1.464030848700000054e-02 -1.150873982799999976e-03 1.291269124100000078e-05
1.472925489699999924e-02 -3.228687056400000172e-03 2.168164098700000063e-05
1.481805770699999927e-02 -2.540656167100000147e-03 2.189201775799999919e-05
1.490681268899999960e-02 -1.740862082500000080e-04 1.054178753700000044e-05
1.499563951599999952e-02 -1.304023473500000026e-04 -7.647302887199999326e-06
1.508451125200000083e-02 -2.536278656599999948e-03 -1.969944734600000109e-05
1.517326065600000003e-02 -2.895794127799999895e-03 -1.430467516199999992e-05
1.526208629899999947e-02 -4.800675854499999854e-04 -1.384292663499999937e-06
1.535085509999999966e-02 -5.489487928900000247e-05 1.086701789199999957e-05
1.543976016699999919e-02 -2.229961989100000177e-03 2.155831402599999976e-05
1.552865187500000049e-02 -2.331556883499999976e-03 2.158423357999999937e-05
1.561749829000000020e-02 -3.017959061899999846e-04 8.416220921899999577e-06
1.570634955900000046e-02 -8.796863653799999851e-04 -1.122340416200000047e-05
1.579522029699999969e-02 -2.598452740899999999e-03 -2.629425183000000163e-05
1.588403329400000022e-02 -1.465964491299999971e-03 -2.593615845800000067e-05
1.597334209100000069e-02 -1.748041980899999988e-04 -8.587827582200000217e-06
1.606212986299999923e-02 -1.692847263499999960e-03 1.589873596100000025e-05
1.615095173800000158e-02 -2.355239665299999844e-03 3.095491039500000295e-05
1.623977062899999851e-02 -6.465871792100000379e-04 2.335967582899999961e-05
1.632856769700000155e-02 -6.750850534900000458e-04 -1.994592412099999793e-06
1.641736934900000014e-02 -1.903304284799999966e-03 -2.472456589500000089e-05
1.650615763000000055e-02 -1.319836764100000082e-03 -3.579854631899999953e-05
1.659494104600000089e-02 -1.071643802399999904e-03 -2.924703568899999985e-05
1.668369611799999999e-02 -2.011571842899999990e-03 -6.774823335500000339e-07
1.677246282099999902e-02 -1.420718057300000099e-03 2.526170005600000010e-05
1.686124426100000032e-02 -7.654142659299999858e-04 2.733514139399999856e-05
1.695000106200000162e-02 -1.843783119599999923e-03 1.762817543700000148e-05
1.703816591400000163e-02 -1.720986423200000087e-03 4.697768816399999985e-06
1.712696589100000041e-02 -6.056109009199999761e-04 -1.164635543500000023e-05
1.721574980599999832e-02 -1.531040414299999911e-03 -2.125284876500000065e-05
1.730450022099999999e-02 -2.156674201500000197e-03 -2.475004488400000166e-05
1.739334839800000046e-02 -9.831433569500000642e-04 -2.451304962300000157e-05
1.748217573699999833e-02 -1.402217207100000000e-03 -6.856960320699999682e-06
1.757095461900000030e-02 -2.416638712199999962e-03 2.463772642699999901e-05
1.765970811400000007e-02 -1.216997589099999945e-03 4.415498418800000227e-05
1.774846497299999853e-02 -7.169108502199999459e-04 3.659532173700000220e-05
1.783721557799999857e-02 -2.656888138800000184e-03 1.098176780700000026e-05
1.792599878800000060e-02 -2.777597240099999917e-03 -1.357848297200000016e-05
1.801420218999999837e-02 -4.407368451300000024e-04 -2.643708731699999931e-05
1.810296554199999908e-02 -4.858663438599999896e-04 -2.301604897700000132e-05
1.819174056900000128e-02 -2.833755917799999930e-03 -3.776811710200000054e-06
1.828058157400000092e-02 -2.743534462900000179e-03 9.739852912599999166e-06
1.836938286499999878e-02 -4.225515806799999747e-04 8.139002224299999525e-06
1.845815908600000055e-02 -4.713280181300000217e-04 -3.214791610900000002e-06
1.854692767399999942e-02 -2.910220334999999783e-03 -1.612598619200000016e-05
1.863568465000000132e-02 -3.143466077299999877e-03 -1.386482350199999971e-05
1.872447162100000090e-02 -7.528538892300000148e-04 -3.382460822799999946e-06
1.881321475100000001e-02 1.747782783400000006e-04 1.032728431099999973e-05
1.890199797800000067e-02 -1.914247640000000042e-03 2.243626162799999910e-05
1.899079841999999976e-02 -3.490355927500000087e-03 9.915901123100000024e-06
1.907897145599999830e-02 -2.122702108400000096e-03 -1.404272711600000078e-05
1.916773620200000125e-02 -4.289827362699999988e-04 -1.708597121500000069e-05
1.925650997199999936e-02 -2.641189404300000221e-04 -6.636846346900000367e-06
1.934526139599999917e-02 -1.239306462800000060e-03 3.161615385400000032e-06
1.943405510700000130e-02 -2.594487630000000006e-03 1.764039205299999956e-05
1.952280760399999898e-02 -3.027090486200000041e-03 3.157740305499999917e-05
1.961156684099999922e-02 -1.828364742100000015e-03 3.250868513000000273e-05
1.970045649300000007e-02 -2.232308329400000020e-04 2.034435268199999880e-05
1.978921522099999844e-02 2.150321540300000013e-04 -9.508471146600000067e-07
1.987795521799999923e-02 -1.123988707699999975e-03 -1.856222450100000060e-05
1.996671436999999938e-02 -2.562991341499999860e-03 -1.734288586899999988e-05
2.005504059799999989e-02 -2.019054727800000115e-03 -1.203319943899999960e-05
2.014378105000000016e-02 -4.727667426400000120e-04 -6.836742325399999686e-06
2.023252111699999981e-02 -1.561012259800000003e-04 -3.366131688800000188e-06
2.032128213299999944e-02 -1.410020699100000005e-03 1.714267957299999970e-06
2.041001689800000032e-02 -2.461143626900000065e-03 1.957734318399999884e-05
2.049875392500000171e-02 -1.828624460999999941e-03 1.313005389699999981e-05
2.058750931800000170e-02 -3.271294239200000196e-04 -1.005465475999999985e-05
2.067626962400000157e-02 3.825615389100000250e-04 -2.025256250499999884e-05
2.076502771199999903e-02 -3.132802464699999904e-04 -2.541129034099999886e-05
2.085378792799999839e-02 -1.680073719600000057e-03 -1.144503251899999960e-05
2.094251971400000120e-02 -2.033407914399999825e-03 6.984845685799999794e-06
2.103105945899999898e-02 -1.238495266200000024e-03 1.861253303600000008e-05
2.111979397900000041e-02 -4.548619232300000256e-04 1.796904887799999904e-05
2.120854432300000106e-02 -2.232772242599999986e-04 -1.411789285400000051e-05
2.129730971800000011e-02 -8.296037646100000353e-04 -3.660069411599999696e-05
2.138602661800000082e-02 -1.900539154900000079e-03 -2.520254464799999986e-05
2.147479257300000111e-02 -2.019172412000000156e-03 -8.482159557099999453e-06
2.156356945500000066e-02 -9.912201181799999792e-04 4.054912101200000237e-06
2.165231734699999896e-02 -3.766442541599999792e-05 2.698496476099999868e-05
2.174106098300000040e-02 1.870518180999999978e-04 3.973520244199999711e-05
2.182982744600000038e-02 -6.074236544699999516e-04 2.616539951799999955e-05
2.191855683000000152e-02 -1.900737594800000051e-03 1.183578060199999998e-05
2.200709948599999938e-02 -2.263933775399999942e-03 -4.549851507099999659e-06
2.209586591999999905e-02 -1.448069155899999903e-03 -5.980984838199999989e-06
2.218460413599999959e-02 -4.459018143499999891e-04 2.055987931799999917e-05
2.227333013699999906e-02 2.185332984499999869e-04 3.410572206400000152e-05
2.236207812200000089e-02 6.066406259299999756e-05 5.620742414000000151e-06
2.245083016399999909e-02 -1.165854680499999905e-03 -4.207807357600000108e-05
2.253959138600000051e-02 -2.284653005700000138e-03 -5.950495517800000016e-05
2.262833569000000100e-02 -1.948325041400000065e-03 -5.579861327900000181e-05
2.271705487799999951e-02 -6.320786593000000128e-04 -5.162349043400000115e-05
2.280578006799999918e-02 4.196962423899999999e-04 -3.243429869500000305e-05
2.289452014499999966e-02 1.049210634999999975e-04 -5.474576128699999754e-06
2.298325609800000099e-02 -1.316144238999999907e-03 4.457271743700000063e-06
2.307187519200000134e-02 -2.492284726000000127e-03 4.365718219199999744e-05
2.316061482199999882e-02 -2.226515277699999806e-03 8.315546664299999714e-05
2.324935736599999941e-02 -5.858638568899999805e-04 1.040310824299999940e-04
2.333809282200000057e-02 6.071837929900000168e-04 8.191925742900000489e-05
2.342683020100000055e-02 -6.115806540300000485e-05 -3.255351445600000173e-05
2.351555212800000155e-02 -1.776210827199999976e-03 -1.276686238199999947e-04
2.360430280199999828e-02 -2.399813742699999797e-03 -9.383641351699999384e-05
2.369303022999999855e-02 -1.261775548299999940e-03 6.662418232199999736e-06
2.378179395999999862e-02 3.567233897700000005e-04 1.284581485000000019e-05
2.387058490400000010e-02 1.898562106799999956e-04 -3.408606413600000337e-05
2.395933729800000037e-02 -1.656225996000000025e-03 -6.874592184699999700e-06
2.404791533600000170e-02 -2.505822172400000089e-03 5.442570966000000296e-05
2.413666301500000042e-02 -9.649769264500000342e-04 7.663934255500000022e-05
2.422539032499999856e-02 9.960193630400000862e-04 9.141400182000000458e-05
2.431412649899999945e-02 1.685896293500000062e-04 8.883438890399999728e-05
2.440287157600000076e-02 -2.167898226199999837e-03 1.067570203100000040e-05
2.449160074300000059e-02 -2.403585624299999900e-03 -3.181473694799999690e-05
2.458038015399999915e-02 -5.639333277900000139e-05 2.848670283199999962e-06
2.466915119900000078e-02 1.297119165199999953e-03 -2.987029953800000162e-05
2.475790552900000024e-02 -4.982084160799999739e-04 -1.315131416500000107e-04
2.484663150899999937e-02 -2.295235734899999866e-03 -1.794950831900000022e-04
2.493539578300000073e-02 -1.391178495500000048e-03 -9.757022745300000007e-05
2.502396531099999877e-02 4.358782613399999912e-04 2.079479939999999988e-05
2.511268140799999965e-02 -3.415571384699999887e-04 8.148780225399999500e-05
2.520147652699999963e-02 -2.376749864300000108e-03 7.235682677999999575e-05
2.529022094399999837e-02 -1.909710956000000093e-03 3.809350869899999991e-05
2.537897909500000035e-02 5.458140315499999604e-04 4.111190163499999861e-05
2.546772692200000021e-02 9.338316255299999608e-04 5.460680863400000268e-05
2.555646236099999927e-02 -1.549984888700000002e-03 4.280240544099999776e-07
2.564523460200000132e-02 -2.768555329999999783e-03 -6.945938263700000663e-05
2.573397661099999928e-02 -9.897372866700001031e-04 -2.711615022999999892e-05
2.582275035200000055e-02 7.202858769500000095e-04 3.035889014500000013e-05
2.591153166699999844e-02 -7.187061131800000398e-04 3.690989431100000067e-06
2.599999999999999881e-02 -2.819720552500000130e-03 -6.303671603799999477e-05
2.608873491199999867e-02 -2.066561585300000052e-03 -7.373351034200000356e-05
2.617749100000000065e-02 5.285644265499999956e-04 -2.050061332000000159e-05
2.626625714299999845e-02 1.175145331099999900e-03 3.233556094599999878e-05
2.635500276200000019e-02 -1.353213949600000007e-03 5.905208285299999696e-05
2.644376724900000114e-02 -3.065509880300000111e-03 7.846540454499999911e-05
2.653252858700000036e-02 -1.104405143300000048e-03 9.109609832000000590e-05
2.662127804000000153e-02 2.045456532400000138e-03 7.312088253900000099e-05
2.671003534700000168e-02 1.604952646000000005e-03 9.553415105399999381e-06
2.679878369000000121e-02 -1.607476793499999909e-03 -7.792027873500000556e-05
2.688758704899999949e-02 -2.528146129300000173e-03 -1.103920633800000020e-04
2.697635519600000142e-02 -2.130393242800000060e-04 -2.905187115400000150e-05
2.706478949899999986e-02 1.383908384500000081e-03 -3.737152723099999976e-06
2.715352682499999962e-02 -9.128640288400000427e-04 -7.127399853499999925e-05
2.724226912900000117e-02 -3.677167193299999987e-03 -1.039990473799999934e-04
2.733101482700000043e-02 -2.536205929599999985e-03 -1.292166566199999945e-04
2.741976799700000106e-02 7.827424680699999766e-04 -1.592052067900000045e-05
2.750854679699999902e-02 3.050478265800000196e-03 1.316056598499999958e-04
2.759728656299999944e-02 3.852162170399999787e-03 1.462478522599999970e-04
2.768602038799999887e-02 3.676005958900000186e-03 1.139194796099999944e-04
2.777476575599999858e-02 1.985955631299999875e-03 6.452669725300000522e-05
2.786357672000000160e-02 -1.887266817899999971e-03 1.925820329800000043e-05
2.795238379200000109e-02 -6.655653567500000208e-03 -6.363205140299999678e-05
2.804082035700000003e-02 -8.940514210599999345e-03 -2.012266329699999962e-04
2.812956102999999985e-02 -6.069862419799999971e-03 -2.629759585600000200e-04
2.821829776599999937e-02 -9.235533824799999547e-06 -2.148026385899999926e-04
2.830705087200000025e-02 3.565482326099999894e-03 -6.506085710100000007e-05
2.839580839799999909e-02 1.514666198799999915e-03 1.507515198199999994e-04
2.848453589400000083e-02 -3.660784834900000090e-03 3.153005747599999767e-04
2.857328506100000054e-02 -7.189376973500000156e-03 4.110820512399999873e-04
2.866201505299999924e-02 -6.326674369199999579e-03 4.171776164999999969e-04
2.875074213400000134e-02 -2.367775725399999965e-03 2.757310207900000179e-04
2.883949770899999973e-02 2.667377685300000197e-04 4.130676495099999771e-05
2.892824233900000153e-02 -4.491025958400000039e-04 -1.971259107800000100e-04
2.901686543399999846e-02 -1.154256896099999964e-03 -3.364293377700000262e-04
2.910560601700000125e-02 1.471970983299999980e-03 -3.625652044699999819e-04
2.919433176800000085e-02 5.625447386799999581e-03 -3.435812974800000271e-04
2.928305940999999940e-02 7.725052351499999727e-03 -2.643836241299999941e-04
2.937178899699999929e-02 6.719070823900000038e-03 -9.796685590499999501e-05
2.946056766299999866e-02 2.215701356600000005e-03 1.185963258299999989e-04
2.954931577300000042e-02 -5.656889074900000279e-03 2.306101039599999945e-04
2.963807229999999848e-02 -1.112877130500000006e-02 1.955452516400000011e-04
2.972680769999999986e-02 -7.809089058499999944e-03 1.572695045600000106e-04
2.981552860199999933e-02 -4.429882203500000139e-05 9.027783048299999958e-05
2.990428528300000111e-02 3.536228189999999875e-03 -7.665632246799999460e-05
2.999302545999999944e-02 1.736643143899999943e-03 -2.188675049199999929e-04
3.008164611499999919e-02 -1.282116683900000028e-03 -2.067241161999999884e-04
3.017038103799999857e-02 -2.310094594000000178e-03 -9.848973523399999627e-05
3.025911921899999968e-02 -1.177749423599999982e-03 -5.931872310300000058e-05
3.034786543100000122e-02 8.871025125900000325e-04 -6.577301983299999716e-05
3.043663792100000098e-02 2.147000016900000099e-03 1.476695787700000065e-05
3.052538313200000089e-02 1.276777055599999963e-04 1.643402253599999911e-04
3.061414381399999926e-02 -3.470014313499999829e-03 3.041637165800000170e-04
3.070295753600000080e-02 -3.896430616100000216e-03 3.696925381300000032e-04
3.079175156500000080e-02 -1.116086723600000089e-03 2.270350058099999935e-04
3.088051563800000079e-02 1.411117414600000092e-03 -1.570790990900000110e-05
3.096929957099999950e-02 1.796482713500000038e-03 -1.642047837000000119e-04
3.105768822200000168e-02 7.345950826799999955e-04 -2.089271399700000007e-04
3.114645930199999926e-02 -3.360153677799999775e-04 -1.966018231999999981e-04
3.123531541400000056e-02 -1.089005165399999997e-03 -1.950749302000000034e-04
3.132408026300000092e-02 -2.520084216899999823e-03 -1.499564360999999964e-04
3.141285403400000120e-02 -3.982598813600000259e-03 -4.275741309200000297e-05
3.150160193300000078e-02 -3.610625718699999806e-03 1.450127936900000075e-04
3.159035085899999928e-02 -1.596807683799999914e-03 2.829816014300000067e-04
3.167914080800000171e-02 3.648680739399999735e-04 2.423868945199999896e-04
3.176788089299999868e-02 1.479024544000000002e-03 1.433497363599999929e-04
3.185663683099999866e-02 2.081785801200000067e-03 7.710164277799999458e-05
3.194539735400000330e-02 2.402661946399999981e-03 2.687693848099999942e-05
3.203373454499999773e-02 1.144274319700000009e-03 -1.517149162899999884e-04
3.212253942300000165e-02 -1.701499803699999978e-03 -2.703416437199999988e-04
3.221125546599999667e-02 -3.488460464699999920e-03 -2.332544470700000116e-04
3.230001089799999781e-02 -3.108014393700000207e-03 -2.842096176799999781e-04
3.238875928800000192e-02 -1.261253497700000076e-03 -2.913706581699999974e-04
3.247750484300000046e-02 1.002923588399999913e-03 -1.012597432399999956e-04
3.256630000099999811e-02 2.609077907699999810e-03 1.746434756500000064e-04
3.265507247599999663e-02 3.119784976799999839e-03 3.248619297800000270e-04
3.274386716000000225e-02 1.720078588900000047e-03 2.243750129500000055e-04
3.283264228200000190e-02 -1.089754691499999909e-03 1.128558752100000028e-04
3.292138820599999766e-02 -2.877905583999999881e-03 -5.709405335200000214e-05
3.300979856300000070e-02 -2.737584407000000046e-03 -2.936671241899999779e-04
3.309859250700000061e-02 -1.073840175799999942e-03 -3.041116498900000263e-04
3.318734412700000136e-02 9.951375835400000629e-04 -1.840282786399999966e-04
3.327611093499999867e-02 2.310954299100000022e-03 -1.060079631899999976e-04
3.336489143299999766e-02 1.573351725000000098e-03 -1.237749926500000103e-04
3.345365451800000334e-02 -1.181906578100000091e-03 -1.377596771099999935e-05
3.354238706800000136e-02 -3.030962534200000100e-03 2.298728727099999937e-04
3.363116881400000230e-02 -2.755965821499999947e-03 2.751859617399999777e-04
3.371990093300000074e-02 -1.405278279100000095e-03 1.733044405799999930e-04
3.380865715800000088e-02 4.928733486199999561e-04 1.167061830099999940e-04
3.389741818300000264e-02 2.368680801699999967e-03 4.900252861800000247e-05
3.398616436299999738e-02 2.005762026100000109e-03 -8.263701283100000398e-05
3.407454561099999835e-02 -1.352495204099999921e-03 -3.443875708000000067e-05
3.416332707699999693e-02 -4.259472022999999732e-03 1.762657130199999972e-04
3.425218876700000109e-02 -3.624564437899999939e-03 1.967373570299999895e-04
3.434091356599999756e-02 -1.974225272899999878e-04 5.751294113399999734e-05
3.442971150400000319e-02 3.515809406099999930e-03 -4.072312719399999827e-05
3.451862559499999789e-02 4.447451587900000218e-03 -5.160692593700000005e-05
3.460740465699999741e-02 9.699520246899999898e-04 -3.518817829500000275e-05
3.469616617199999808e-02 -3.299475905399999829e-03 1.183844429799999956e-04
3.478501387300000219e-02 -4.066829708300000353e-03 3.586328063000000245e-04
3.487376119499999844e-02 -1.425299248699999927e-03 4.249776429200000007e-04
3.496252742099999894e-02 2.628966321900000087e-03 2.345990871200000108e-04
3.505057402799999916e-02 5.843886007600000015e-03 -8.550116211100000510e-05
3.513933154300000195e-02 3.980562856999999601e-03 -3.821656628599999733e-04
3.522806819799999961e-02 -3.357861728500000087e-03 -4.605470467899999958e-04
3.531679614100000086e-02 -7.737896282500000139e-03 -1.077452979800000015e-04
3.540553761200000010e-02 -4.415328701199999588e-03 2.261461818900000094e-04
3.549427553600000007e-02 1.408543434199999904e-03 1.120774130399999934e-04
3.558301997300000047e-02 5.573168244200000371e-03 -1.576696793599999887e-04
3.567177388599999943e-02 8.250921731900000278e-03 -2.655918323400000090e-04
3.576050582899999858e-02 7.410509508099999594e-03 -3.002148752900000214e-04
3.584923867200000280e-02 7.213676772400000386e-06 -3.006166874299999914e-04
3.593797964099999798e-02 -8.031841598399999324e-03 -6.138611323500000152e-05
3.602662422300000056e-02 -7.792779698999999921e-03 1.700333048299999903e-04
3.611536316899999904e-02 -2.149333732800000167e-03 1.437002992800000029e-04
3.620408290299999970e-02 1.148795578200000013e-03 -7.007670291100000627e-05
3.629280456700000046e-02 2.169657424199999962e-03 -3.181651034200000221e-04
3.638154339099999857e-02 3.668398113800000037e-03 -5.157796935100000335e-04
3.647030407400000257e-02 4.133057700599999766e-03 -4.644482533700000117e-04
3.655904638699999931e-02 6.862539369599999605e-05 7.031105127200000375e-05
3.664780109799999769e-02 -6.449783987300000167e-03 5.274134411699999596e-04
3.673654360200000191e-02 -9.206419075199999413e-03 6.646615592299999660e-04
3.682531000400000171e-02 -6.195097234000000036e-03 4.918311420099999789e-04
3.691404721299999803e-02 2.313423815799999872e-04 9.382012280399999401e-05
3.700266936300000004e-02 7.459087209999999690e-03 -1.123096689999999949e-04
3.709142743999999797e-02 1.232620059799999918e-02 -2.838260367099999923e-04
3.718016998899999898e-02 1.017634104900000044e-02 -5.718074116999999606e-04
3.726893956300000171e-02 -5.850317136700000122e-04 -4.544380535100000216e-04
3.735766905599999937e-02 -1.168831795199999982e-02 1.930901581100000100e-04
3.744643095700000285e-02 -1.108589138400000070e-02 6.829000165199999514e-04
3.753517383899999948e-02 -4.097648057200000256e-05 7.751239986399999704e-04
3.762394287999999698e-02 1.034895802599999914e-02 7.576794076299999932e-04
3.771269418800000245e-02 1.423257142200000033e-02 5.032742141099999728e-04
3.780144157200000105e-02 9.253958467500000146e-03 -1.184991612499999977e-05
3.789020883400000261e-02 -5.939517668199999732e-03 -4.270637100099999991e-04
3.797893387399999682e-02 -1.935045911400000082e-02 -4.264875603999999758e-04
3.806753421800000009e-02 -1.526023852199999940e-02 -1.256170411999999955e-04
3.815630891800000229e-02 -1.117625304899999908e-03 1.644479177300000054e-04
3.824504442599999804e-02 2.940886432499999984e-03 3.942915962199999760e-04
3.833380866999999692e-02 -3.856583755299999861e-03 4.928717959500000063e-04
3.842256891000000313e-02 -1.942351582499999988e-03 4.882188408499999865e-04
3.851129771000000312e-02 1.585855774300000062e-02 4.492290155899999853e-04
3.860016034100000049e-02 2.399583924599999959e-02 1.749824372800000102e-04
3.868891071100000190e-02 -3.403045938700000050e-03 -3.408911314200000040e-04
3.877766942900000291e-02 -4.167324338700000019e-02 -6.727760248999999602e-04
3.886642490799999822e-02 -3.560220290899999973e-02 -5.076967463500000038e-04
3.895517601100000060e-02 2.081120722999999992e-02 -2.265703516500000133e-05
3.904350192600000019e-02 6.717080389200000279e-02 1.808982651700000003e-04
3.913226852499999964e-02 4.851179643399999852e-02 -2.342655122700000136e-05
3.922103405499999945e-02 -1.061015203599999929e-02 -9.932496601200000612e-06
3.930979125600000262e-02 -4.256931941199999792e-02 5.255906004799999667e-04
3.939853137399999816e-02 -2.752739657899999984e-02 9.719534962899999912e-04
3.948729565399999863e-02 2.518074150700000142e-03 7.459850693999999687e-04
3.957609488799999908e-02 1.823964141200000097e-02 1.011238995899999997e-04
3.966482157799999797e-02 1.619572536700000093e-02 -3.908737869600000100e-04
3.975357361600000139e-02 6.289270430300000075e-03 -5.383265382100000003e-04
3.984232637199999760e-02 -1.702342613700000024e-03 -5.126952035499999583e-04
3.993105999299999959e-02 -4.116384432699999804e-03 -3.825304365699999979e-04
4.001953532799999713e-02 -4.309175576700000412e-03 -3.730966602700000180e-05
4.010828196699999654e-02 -4.754087130400000416e-03 3.875411097100000179e-04
4.019702337600000036e-02 -1.106865040200000075e-03 6.758758740800000463e-04
4.028577138299999777e-02 9.681801113699999364e-03 6.478648777100000063e-04
4.037453508200000013e-02 1.998782014800000104e-02 1.600411329999999917e-04
4.046327256300000230e-02 1.508712080700000055e-02 -4.061186972299999894e-04
4.055201458600000280e-02 -5.113140490600000254e-03 -5.240719517700000293e-04
4.064076687100000307e-02 -1.856343488299999969e-02 7.903778390900000495e-05
4.072950514299999991e-02 -1.209133964300000003e-02 1.146024878399999917e-03
4.081826005199999663e-02 -5.008543446899999712e-04 1.783236293699999976e-03
4.090702600900000124e-02 -1.007356106800000100e-03 1.472267285200000095e-03
4.099583647300000105e-02 -1.129576402799999969e-02 8.557964009500000115e-04
4.108433513899999862e-02 -2.007488941999999860e-02 4.055401278300000269e-04
4.117309266099999920e-02 -2.003377685699999841e-02 -2.217188543099999877e-05
4.126182325399999767e-02 -7.261614817399999686e-03 -5.771012505200000383e-04
4.135055544099999758e-02 1.292195044799999970e-02 -4.992771460999999474e-04
4.143928640300000021e-02 2.282076182299999992e-02 5.066097856600000442e-04
4.152802416200000041e-02 1.344026364100000051e-02 9.478948714499999591e-04
4.161677913499999687e-02 2.743649444399999787e-03 9.554359445600000156e-04
4.170561160999999850e-02 1.314082843300000067e-02 1.171266271000000019e-03
4.179436522499999779e-02 3.104504579299999928e-02 5.271065182999999828e-04
4.188311486599999994e-02 2.274478808900000024e-02 -2.574525667499999860e-04
4.197187903999999997e-02 -6.548909057300000142e-03 -3.488645881299999954e-04
4.206042238700000158e-02 -1.932027448700000122e-02 2.912824911100000188e-04
4.214922987800000242e-02 -8.454698119400000378e-03 2.456414371599999875e-04
4.223799992700000283e-02 1.216557602300000077e-03 -1.537716938000000108e-03
4.232680023700000072e-02 -1.872484991999999937e-03 -2.216902339400000053e-03
4.241555438800000133e-02 -8.294438754699999874e-03 -6.056363065399999806e-04
4.250429642600000307e-02 -1.015348983799999917e-02 2.680726771800000133e-04
4.259302657800000114e-02 -7.104375582799999679e-03 -4.514356311800000066e-04
4.268178997299999777e-02 4.814821209400000214e-04 -1.406679228599999913e-03
4.277068321699999814e-02 1.262067948400000077e-02 -3.151829583399999839e-03
4.285941545400000219e-02 2.295920329399999890e-02 -2.455545375899999879e-03
4.294817626300000135e-02 1.597715765200000138e-02 -8.806333030400000181e-04
4.303637850500000028e-02 -8.142071015199999970e-03 -7.629172335899999909e-04
4.312512441199999741e-02 -2.444443564900000004e-02 1.804160876700000105e-03
4.321385868799999808e-02 -2.182236929399999914e-02 3.223605620899999864e-03
4.330258934100000151e-02 -1.544832593200000034e-02 1.712668773500000035e-03
