# t, hp, hx
1.348318541200000005e-02 -3.317943208200000056e-03 -5.489646970099999703e-07
1.357197142400000042e-02 -1.066917036900000108e-03 1.450608465499999983e-05
1.366076375000000072e-02 -2.685399758599999972e-04 1.589801808499999866e-05
1.374963461999999942e-02 -1.810392596399999993e-03 2.422719349899999928e-06
1.383839894500000015e-02 -3.577822665600000063e-03 -1.345160238299999995e-05
1.392717276199999937e-02 -2.875448905399999831e-03 -2.157464201999999962e-05
1.401599637999999953e-02 -9.550981712300000504e-04 -1.748653802899999914e-05
1.410480088800000059e-02 -2.978583322900000066e-04 4.222308314999999884e-07
1.419365407400000056e-02 -1.559730809599999945e-03 1.902341386999999870e-05
1.428248253799999958e-02 -3.288533859800000028e-03 2.016408282099999919e-05
1.437141645099999920e-02 -2.840884805299999979e-03 7.026901245800000358e-06
1.446017351599999945e-02 -8.068097772899999630e-04 -8.577778137900000515e-06
1.454903115899999939e-02 -1.976571842800000069e-05 -1.952116186599999907e-05
1.463782637800000071e-02 -1.666720007699999933e-03 -1.963597588999999927e-05
1.472667518099999955e-02 -3.400642182899999994e-03 -8.279725132499999958e-06
1.481550205299999971e-02 -2.351984032799999801e-03 8.752752252200000029e-06
1.490432935400000033e-02 -1.861071995400000005e-04 2.366469349500000127e-05
1.499310830299999987e-02 -2.295890207799999947e-04 2.874439213700000020e-05
1.508169098799999955e-02 -2.550384706099999808e-03 2.110274227200000129e-05
1.517047588300000048e-02 -3.160252414299999802e-03 6.500113310699999918e-06
1.525921981999999941e-02 -9.198017236499999878e-04 -8.308045593499999756e-06
1.534796746400000043e-02 2.058008107000000120e-04 -1.593625795299999877e-05
1.543673153999999999e-02 -1.806691002000000018e-03 -1.039675019600000031e-05
1.552551796199999959e-02 -3.150982797900000066e-03 7.349525336400000196e-07
1.561429213800000042e-02 -1.195724008400000102e-03 4.443165299999999992e-06
1.570306793499999867e-02 2.222024045699999898e-04 -8.801644900599999989e-07
1.579184685799999918e-02 -1.738505838799999943e-03 -6.922322798100000387e-06
1.588066685999999991e-02 -3.128722409199999853e-03 -7.512860922000000011e-06
1.596953508200000052e-02 -1.170924237400000102e-03 -3.070202530599999940e-06
1.605768916799999932e-02 1.614717919200000075e-04 -1.827447381899999927e-06
1.614653669000000111e-02 -1.780091396599999942e-03 -1.080590630000000057e-05
1.623529186800000065e-02 -2.950373821500000028e-03 -2.055017766299999847e-05
1.632405124900000032e-02 -9.538591916299999978e-04 -2.004385235999999877e-05
1.641278271699999833e-02 -1.908104794200000075e-04 -1.388082800599999946e-05
1.650156448399999962e-02 -2.242061233999999986e-03 -7.662783685999999194e-06
1.659036080999999954e-02 -2.533359247799999922e-03 1.111171763400000092e-06
1.667913111100000068e-02 -4.449751957299999850e-04 1.295592809500000071e-05
1.676788437599999876e-02 -7.774621162600000310e-04 2.060736238000000144e-05
1.685669576199999922e-02 -2.784373018199999810e-03 1.902572828700000045e-05
1.694545304600000163e-02 -2.040820359699999868e-03 9.931161048700000774e-06
1.703372870200000125e-02 -1.550738223500000101e-04 -4.293625620099999903e-06
1.712255165699999929e-02 -1.293597334199999985e-03 -1.770253413300000038e-05
1.721128600799999922e-02 -2.941132829600000189e-03 -2.128308463499999984e-05
1.730004646700000065e-02 -1.523868209799999910e-03 -1.094390229000000084e-05
1.738886716399999990e-02 -2.242337794000000034e-04 1.012997511099999960e-05
1.747762206200000057e-02 -2.015058054200000084e-03 2.904268729700000060e-05
1.756634902599999923e-02 -3.087554534499999982e-03 3.241170635900000332e-05
1.765508455699999965e-02 -1.109337893299999897e-03 2.248946934800000061e-05
1.774381912899999914e-02 -1.367279517800000087e-04 6.819971045400000114e-06
1.783259587900000095e-02 -2.163333462800000068e-03 -6.374125568899999703e-06
1.792136793199999856e-02 -3.123363432300000145e-03 -8.441405922500000444e-06
1.800976754999999985e-02 -1.090843811300000032e-03 -2.331284949599999978e-06
1.809859074099999868e-02 -7.970749216699999967e-05 1.662543231199999915e-06
1.818736198500000081e-02 -2.115358760599999992e-03 -1.086890709300000003e-06
1.827609414099999954e-02 -3.305993408400000142e-03 -3.724069056200000187e-06
1.836486871200000009e-02 -1.413154429699999990e-03 3.414662441499999862e-07
1.845371032500000077e-02 4.875061449400000155e-05 6.827746794799999743e-06
1.854244450999999877e-02 -1.521528896400000091e-03 7.222186818200000048e-06
1.863119489500000142e-02 -3.370683723200000072e-03 -1.665828989999999918e-06
1.871992628099999889e-02 -2.399386780999999795e-03 -1.438413172199999972e-05
1.880867435100000082e-02 -5.002175129599999550e-04 -1.831797251299999865e-05
1.889740124599999932e-02 -3.085816241500000134e-04 -2.353631851100000105e-06
1.898613989700000115e-02 -1.983674697599999842e-03 2.279748459400000049e-05
1.907468305900000133e-02 -3.174478270100000200e-03 3.224224970299999725e-05
1.916351090099999849e-02 -2.370140550899999844e-03 2.036329287500000001e-05
1.925228910599999926e-02 -1.318699385400000108e-03 1.576883982900000050e-06
1.934104582700000088e-02 -1.194700302000000023e-03 -1.155363215199999954e-05
1.942984812600000166e-02 -1.221675916300000043e-03 -1.176691074399999995e-05
1.951867215799999930e-02 -1.010154897400000100e-03 -4.378863423799999748e-07
1.960760314199999979e-02 -1.332784398600000064e-03 1.029841070399999938e-05
1.969639464299999948e-02 -2.111266288299999856e-03 1.322485790900000074e-05
1.978519640899999849e-02 -1.942695673800000095e-03 1.443391599700000031e-05
1.987398350199999844e-02 -7.796507142700000300e-04 1.456650792799999932e-05
1.996272836800000103e-02 -7.091922237999999715e-05 3.102049923699999938e-06
2.005147196099999959e-02 -9.139179858699999874e-04 -1.816826764999999867e-05
2.014021472899999929e-02 -2.304788329500000090e-03 -3.105151114800000267e-05
2.022898897000000029e-02 -2.133772519399999932e-03 -2.796020648900000139e-05
2.031775951199999916e-02 -8.655719291099999661e-04 -2.002067831399999864e-05
2.040655325099999945e-02 -1.258990427000000116e-04 -1.537514719300000081e-05
2.049528361499999840e-02 -2.865701851300000232e-04 -1.179750880800000074e-05
2.058403380400000010e-02 -1.369507418900000034e-03 -5.557552288399999967e-06
2.067277587299999955e-02 -2.189453288899999902e-03 3.117588664600000000e-06
2.076150711800000062e-02 -1.641751073199999985e-03 8.134238417800000490e-06
2.085024564899999946e-02 -7.663706625999999831e-04 7.853177086799999470e-06
2.093897276800000054e-02 -3.922489192500000022e-04 4.139713257200000214e-06
2.102750384400000130e-02 -3.518983719799999819e-04 -1.259899944400000094e-06
2.111622618100000154e-02 -9.317476852600000249e-04 -3.108044677899999931e-06
2.120498337299999911e-02 -1.853266268999999907e-03 1.492591619200000040e-06
2.129376789499999936e-02 -1.793041587399999944e-03 8.499713713700000095e-06
2.138251772500000120e-02 -9.640799518800000165e-04 1.107156427800000024e-05
2.147125752900000059e-02 -4.959279588299999458e-04 1.045804197800000010e-05
2.156000162800000147e-02 -3.410206270199999789e-04 1.093305276599999953e-05
2.164875657299999978e-02 -4.862218186500000087e-04 1.302873805800000007e-05
2.173753198700000000e-02 -1.372113190399999912e-03 1.470512888600000085e-05
2.182627708399999950e-02 -2.087319590099999921e-03 7.674823713800000305e-06
2.191502725599999910e-02 -1.559838263899999966e-03 -6.844096207499999889e-06
2.200355702100000033e-02 -7.118491176700000129e-04 -1.429855165600000059e-05
2.209229750099999876e-02 -4.313158650499999882e-04 -8.816093882899999406e-06
2.218103823799999832e-02 -3.774448211600000234e-04 2.438949494700000127e-06
2.226976748899999956e-02 -6.099602172499999937e-04 3.758004468699999849e-06
2.235849358100000170e-02 -1.518984281000000094e-03 -1.132869693100000046e-05
2.244722656499999885e-02 -1.961270952800000123e-03 -2.728033274099999874e-05
2.253595812600000040e-02 -1.165874297300000060e-03 -2.504888841799999928e-05
2.262470681900000113e-02 -3.378976382499999779e-04 -6.242346239799999807e-06
2.271344054300000054e-02 -1.866574293199999999e-04 1.420619717000000015e-05
2.280218241200000079e-02 -5.498161207799999971e-04 1.955316971399999860e-05
2.289090526299999984e-02 -1.501487192600000102e-03 1.152333595499999952e-05
2.297964097100000172e-02 -2.211473250400000038e-03 1.239822225000000018e-05
2.306832702999999860e-02 -1.679096257300000030e-03 2.660731078400000035e-05
2.315706788799999985e-02 -6.228342359400000205e-04 3.430129767900000283e-05
2.324581182200000096e-02 -2.281059269900000049e-05 1.486377506899999998e-05
2.333457092400000044e-02 -4.388925865599999782e-04 -2.217277151399999865e-05
2.342330835600000064e-02 -1.658278468599999958e-03 -3.878207167100000203e-05
2.351208489500000026e-02 -1.783304656299999902e-03 -1.556473161100000151e-05
2.360092756499999889e-02 -3.800473203700000077e-04 2.175427205500000019e-05
2.368972434400000091e-02 4.953573906099999462e-04 3.680718098900000011e-05
2.377848984200000085e-02 -5.234621620899999883e-04 2.657544303200000079e-05
2.386723510100000056e-02 -2.299482912300000129e-03 3.552809981899999815e-06
2.395596828400000169e-02 -2.130470963199999988e-03 -1.464367513200000008e-05
2.404439188300000127e-02 -2.457771523499999947e-04 -2.717678501600000112e-05
2.413313149899999968e-02 4.940598848599999770e-04 -3.713406396199999689e-05
2.422188534700000020e-02 -8.953107112700000019e-04 -3.045022970899999867e-05
2.431062309500000088e-02 -2.284063615600000034e-03 -1.686202799099999924e-05
2.439937822299999975e-02 -1.500521226700000021e-03 -1.547060138400000095e-06
2.448819655399999892e-02 4.482661542599999770e-05 1.166730555700000065e-05
2.457692946800000069e-02 -1.188953679499999967e-04 -1.883087984899999878e-07
2.466566017200000002e-02 -1.749843649200000023e-03 -2.859918480499999954e-05
2.475440388500000158e-02 -2.293732717500000101e-03 -3.561763931500000225e-05
2.484314686100000044e-02 -9.668436382500000511e-04 -1.058289587599999979e-05
2.493188414999999991e-02 1.182250075299999938e-04 2.103799134400000163e-05
2.502040509799999951e-02 -6.288735315199999506e-04 4.075677650200000221e-05
2.510912991400000155e-02 -2.094202476700000089e-03 2.915700282300000114e-05
2.519786138400000042e-02 -1.962641853500000054e-03 -1.479245349699999959e-05
2.528660967100000018e-02 -5.118195494099999710e-04 -9.172586922399999468e-05
2.537535257600000149e-02 2.262726664700000017e-04 -1.138520892799999988e-04
2.546409364099999975e-02 -5.608352523500000335e-04 -2.704349338899999998e-05
2.555283451399999878e-02 -1.688461877699999961e-03 7.364404481100000508e-05
2.564158383999999916e-02 -1.476822267599999915e-03 1.159087428000000049e-04
2.573031830299999864e-02 -4.482818333699999883e-04 1.159439064000000025e-04
2.581905130500000006e-02 -2.634634940200000059e-04 9.508516706999999403e-05
2.590780096999999865e-02 -1.339573951699999993e-03 1.425206787200000023e-06
2.599654328400000103e-02 -2.162506660899999895e-03 -9.986750406499999698e-05
2.608518183900000037e-02 -1.343905874199999989e-03 -1.311060904899999889e-04
2.617393596900000063e-02 5.699385806999999712e-05 -8.749472612799999926e-05
2.626269763800000157e-02 1.711940986699999874e-04 -6.479698805399999395e-05
2.635147409700000151e-02 -1.204869965600000037e-03 -6.418358480700000460e-05
2.644026126399999857e-02 -2.106602130400000213e-03 -5.128594013499999842e-06
2.652908371300000123e-02 -1.199758502999999929e-03 2.831864915099999863e-05
2.661787305699999870e-02 2.892595174699999925e-05 4.805998944300000057e-05
2.670660765100000070e-02 -5.480119775099999684e-04 6.880186092199999800e-05
2.679538043000000147e-02 -2.012123987199999908e-03 1.116738657599999993e-04
2.688416103599999829e-02 -1.970391272900000063e-03 1.044576012200000066e-04
2.697290078899999832e-02 -6.538066260099999628e-04 8.535343308399999851e-05
2.706122687700000112e-02 1.275142176799999875e-04 6.367355318400000266e-05
2.714997935299999846e-02 -2.572034418199999756e-04 -7.940110968299999487e-05
2.723877438899999920e-02 -1.072411210499999920e-03 -2.009021150600000022e-04
2.732762498299999912e-02 -1.483816637099999924e-03 -1.976405287300000068e-04
2.741638714800000154e-02 -1.291094380300000051e-03 -1.561517789500000049e-04
2.750519690800000069e-02 -1.012918306200000056e-03 -9.887295692199999785e-05
2.759393781599999915e-02 -1.049967496600000012e-03 1.040138705600000054e-05
2.768273309900000020e-02 -1.117188135900000099e-03 1.431681834099999921e-04
2.777146844299999834e-02 -1.038656944400000040e-03 2.599685099900000073e-04
2.786019002999999897e-02 -9.986386849299999126e-04 3.126876385799999916e-04
2.794892638299999871e-02 -9.754180705699999621e-04 2.705467216299999858e-04
2.803727441299999970e-02 -9.158703385999999785e-04 1.203252420099999958e-04
2.812604759199999888e-02 -8.878694800799999572e-04 -6.529414025699999949e-05
2.821480379700000082e-02 -8.907036471499999971e-04 -2.479630519900000033e-04
2.830354467899999851e-02 -8.792518879199999514e-04 -3.898764293400000134e-04
2.839235701899999950e-02 -8.748034243199999871e-04 -4.271683916900000013e-04
2.848114466700000028e-02 -9.339868613699999975e-04 -3.640583587600000094e-04
2.856993033700000115e-02 -1.121439005400000008e-03 -1.804813301800000085e-04
2.865866068400000147e-02 -1.303328038200000103e-03 8.382914226300000485e-05
2.874740293799999888e-02 -1.335828866500000066e-03 3.040830131699999981e-04
2.883614766100000074e-02 -1.296817184299999979e-03 3.970206525399999978e-04
2.892488372199999991e-02 -1.275436466799999930e-03 3.690482741800000144e-04
2.901330834400000017e-02 -1.193383749499999941e-03 2.654472965100000193e-04
2.910203864500000154e-02 -9.632621812299999682e-04 1.176180565800000010e-04
2.919077307600000115e-02 -6.584841476000000181e-04 -3.175915000799999817e-05
2.927952719499999842e-02 -3.175692053499999928e-04 -1.612762861400000055e-04
2.936825302799999857e-02 -1.594089648899999872e-05 -2.109878088399999867e-04
2.945698792099999894e-02 6.040182746100000120e-05 -1.529853689899999993e-04
2.954573909799999842e-02 -5.309065671000000048e-05 -1.199211340600000048e-04
2.963449120000000159e-02 -2.290191511399999945e-04 -1.219429258899999973e-04
2.972324364399999905e-02 -6.342744588600000106e-04 -6.314610927499999995e-05
2.981197110699999875e-02 -1.166897761899999978e-03 1.799603942800000046e-05
2.990070988999999832e-02 -1.238173516099999941e-03 9.410572793200000443e-05
2.998946007000000136e-02 -9.042712268299999898e-04 1.372591416799999887e-04
3.007808575099999923e-02 -7.708019008199999689e-04 1.024316730999999948e-04
3.016681779399999971e-02 -8.824909158900000068e-04 3.271250768399999928e-06
3.025556101699999889e-02 -9.168999863100000267e-04 -9.822059329599999375e-05
3.034430577200000062e-02 -7.270358133399999583e-04 -1.778061864000000068e-04
3.043304395300000173e-02 -5.162215183800000339e-04 -2.311158016900000014e-04
3.052190128799999944e-02 -6.229464019000000236e-04 -2.117380717500000093e-04
3.061071853699999859e-02 -1.031281400599999998e-03 -1.519308813000000088e-04
3.069945417500000162e-02 -1.173657730199999900e-03 -5.943409622600000122e-05
3.078818849400000168e-02 -7.603797292000000164e-04 1.020003758900000064e-04
3.087691166999999987e-02 -3.902954787899999729e-04 2.126185664700000065e-04
3.096566747499999994e-02 -5.170379817699999629e-04 2.511668764500000193e-04
3.105414021899999960e-02 -7.859114670199999608e-04 2.501661241199999936e-04
3.114287206099999872e-02 -9.325246796299999606e-04 2.164664028199999961e-04
3.123162656200000054e-02 -1.182211747299999945e-03 1.847639427700000132e-04
3.132041507100000177e-02 -1.632022545299999933e-03 1.282704722800000099e-04
3.140914713500000260e-02 -1.700972972000000050e-03 6.669551592599999904e-05
3.149789760599999711e-02 -8.912858284600000533e-04 4.965598674100000289e-05
3.158664820999999845e-02 2.084373512100000034e-04 5.445933044599999851e-05
3.167542396300000035e-02 6.740498212600000254e-04 1.254354967700000079e-05
3.176418890899999903e-02 4.597752901299999892e-04 -3.469518015400000009e-05
3.185294263400000048e-02 1.105775415499999922e-05 -8.995320756599999593e-06
3.194170596899999909e-02 -6.906596092099999808e-04 8.443660076200000487e-05
3.203017550500000116e-02 -1.613666974900000066e-03 1.455424139799999894e-04
3.211895661200000335e-02 -1.932558494999999993e-03 8.170955474600000450e-05
3.220778182200000062e-02 -1.149303481600000071e-03 -8.963514641000000049e-05
3.229653346499999911e-02 -1.620506685899999956e-04 -2.722825199600000163e-04
3.238528786699999829e-02 2.302810363799999915e-04 -3.865172606899999817e-04
3.247401500299999799e-02 2.655904826999999895e-04 -4.282252950199999801e-04
3.256276122400000167e-02 1.176618088800000057e-04 -3.986610198800000140e-04
3.265155879000000011e-02 -4.582712114800000197e-04 -3.192372225399999841e-04
3.274031822699999955e-02 -1.082187329599999933e-03 -2.372481088900000061e-04
3.282904054500000030e-02 -8.018469870599999718e-04 -1.214873610999999965e-04
3.291779952499999939e-02 1.147328981899999951e-04 2.423530855399999849e-05
3.300621948199999878e-02 4.987345607400000321e-04 1.139597712800000020e-04
3.309499050899999961e-02 1.889504158999999982e-04 1.257610399100000053e-04
3.318372030899999908e-02 -5.198617942600000435e-04 7.151032231600000554e-05
3.327245292599999987e-02 -1.545371122499999972e-03 -2.060897189900000019e-05
3.336120383700000303e-02 -2.062248378599999907e-03 -6.061019623800000386e-06
3.345000987700000317e-02 -1.148980271499999966e-03 1.100267358700000056e-04
3.353876732899999796e-02 4.348442937099999918e-04 2.464402757099999749e-04
3.362748973000000141e-02 1.179157993500000055e-03 3.612212058899999848e-04
3.371623245799999780e-02 7.563076144799999855e-04 3.612329170899999833e-04
3.380497416400000260e-02 -4.886796640399999631e-04 2.768127301000000207e-04
3.389370452300000114e-02 -1.936260204000000030e-03 2.158543782199999939e-04
3.398243164800000132e-02 -2.121378716900000020e-03 2.342375789400000122e-04
3.407097711300000054e-02 -9.240109249200000301e-04 2.611979493799999755e-04
3.415970508599999733e-02 4.933431817599999778e-05 2.363561160199999884e-04
3.424847807399999944e-02 7.329732294000000441e-05 1.687693462600000120e-04
3.433721482399999803e-02 -6.302062028599999741e-04 7.482671099000000672e-05
3.442596358299999937e-02 -1.744428097999999950e-03 -3.414413313300000295e-05
3.451469335599999938e-02 -2.240547672100000071e-03 -8.315473463899999344e-05
3.460342761799999750e-02 -1.190452997600000050e-03 -1.132148229099999933e-04
3.469218285500000332e-02 2.822657040599999933e-04 -1.310129181900000100e-04
3.478093941200000039e-02 7.408609885499999742e-04 -8.787029905099999797e-05
3.486968546400000257e-02 2.453483366100000151e-04 -1.168952493999999990e-04
3.495843957900000160e-02 -6.829205275700000024e-04 -2.736518409800000207e-04
3.504704043899999760e-02 -1.792100382300000063e-03 -4.544341207699999913e-04
3.513577227499999761e-02 -2.260563044099999849e-03 -4.420234419300000201e-04
3.522451143600000001e-02 -1.222802080299999986e-03 -2.262305702799999882e-04
3.531326432299999873e-02 3.340514711599999894e-04 -3.629056445900000108e-05
3.540203354399999724e-02 1.043305795599999957e-03 2.493930733100000068e-05
3.549079211000000234e-02 9.434259440000000371e-04 2.829743996100000160e-05
3.557954955499999933e-02 4.276921656100000219e-04 1.785355338899999899e-05
3.566831248499999912e-02 -4.117941914900000123e-04 -1.504808524600000003e-06
3.575705752700000101e-02 -1.432308715100000024e-03 5.376258490399999950e-06
3.584582494900000194e-02 -1.819625092700000082e-03 4.665216811100000123e-05
3.593459167799999826e-02 -7.680177357499999493e-04 1.586899899500000106e-04
3.602306758700000305e-02 6.700186470999999755e-04 2.857562058800000256e-04
3.611181511599999977e-02 1.125649650800000096e-03 3.479855213000000030e-04
3.620062063499999983e-02 8.064266240499999962e-04 3.468104086600000131e-04
3.628936201599999856e-02 8.558789046500000055e-05 2.546329132900000203e-04
3.637809117199999887e-02 -9.858721028400000211e-04 5.424882950099999907e-05
3.646687115799999990e-02 -1.920891433099999965e-03 -1.450118469100000133e-04
3.655559418700000257e-02 -1.402617663399999964e-03 -1.665162085200000029e-04
3.664432574600000325e-02 4.042142360499999840e-04 -1.062826057200000058e-04
3.673308883600000241e-02 1.454955067200000085e-03 -7.974131410999999467e-05
3.682186253499999951e-02 1.190704331099999959e-03 -5.876840998299999994e-05
3.691061530399999957e-02 4.410392096599999767e-04 -5.440668357499999722e-05
3.699935017400000220e-02 -4.776504389899999866e-04 -5.943919290400000226e-05
3.708785012100000028e-02 -1.607418638300000093e-03 -7.237057037099999641e-05
3.717658469799999671e-02 -2.547287653399999980e-03 -1.209694585299999936e-04
3.726534038800000115e-02 -2.451914809300000195e-03 -2.096851924600000132e-04
3.735408330400000199e-02 -1.168586235899999942e-03 -2.800148247900000032e-04
3.744282559699999707e-02 1.797599732499999985e-04 -2.693396783199999999e-04
3.753159696299999959e-02 6.675556181800000426e-04 -1.310659887400000096e-04
3.762031836899999704e-02 5.215298853799999607e-04 1.113378766999999989e-04
3.770904650100000144e-02 2.250889119599999992e-04 3.366801704699999955e-04
3.779778495700000102e-02 -2.408900567599999993e-04 3.656481038099999772e-04
3.788651425799999944e-02 -1.000414533700000027e-03 1.822441302599999964e-04
3.797526250600000153e-02 -1.997412037299999953e-03 2.108879499699999996e-06
3.806389269600000264e-02 -2.851627834200000117e-03 -6.815924752600000447e-05
3.815261752400000289e-02 -2.513588981299999785e-03 -7.926609598199999994e-05
3.824136115599999913e-02 -4.301303813700000094e-04 2.298701393399999940e-05
3.833011997699999757e-02 1.414625052099999962e-03 1.566164595799999983e-04
3.841888041000000170e-02 1.222280008699999990e-03 2.751685717000000087e-04
3.850762888499999897e-02 -1.869833681699999888e-04 4.072276776499999932e-04
3.859638375399999932e-02 -1.596220909099999898e-03 4.141692676399999907e-04
3.868519048800000276e-02 -2.627552770399999883e-03 2.767107602000000075e-04
3.877392523699999677e-02 -3.005737452200000180e-03 8.872646398600000212e-05
3.886266940199999825e-02 -2.432793976800000195e-03 -5.456439924699999752e-05
3.895140496099999683e-02 -1.166795934699999893e-03 -1.216208283400000036e-04
3.903996734699999999e-02 2.234193318300000113e-04 -1.361806627499999951e-04
3.912872234499999852e-02 1.104996288299999992e-03 -1.592683654100000086e-04
3.921749597000000198e-02 1.327045953500000097e-03 -1.668249499499999968e-04
3.930624684899999832e-02 8.092689508900000181e-04 -1.594536331899999910e-04
3.939500015499999841e-02 -2.695284319899999767e-04 -2.052181225900000130e-04
3.948373491800000190e-02 -1.062186385500000097e-03 -1.535731346600000035e-04
3.957246482000000010e-02 -1.491531715299999937e-03 3.263132095899999824e-05
3.966124432499999741e-02 -2.152508441600000082e-03 1.559203056500000045e-04
3.974998293499999724e-02 -2.576731366999999908e-03 2.156216091499999876e-04
3.983873400900000278e-02 -1.985660548000000181e-03 1.758938678399999951e-04
3.992748614399999757e-02 -6.589699760899999769e-04 -5.250832120100000104e-05
4.001597342600000246e-02 6.061368624800000287e-04 -3.194267117100000036e-04
4.010470257599999672e-02 1.257087837100000043e-03 -4.313181066900000213e-04
4.019343095399999927e-02 1.373115698899999996e-03 -3.305236532200000023e-04
4.028218967999999678e-02 1.243661733400000090e-03 -1.302518408000000009e-04
4.037097419599999792e-02 8.769754789300000406e-04 -2.758290877099999868e-05
4.045973387500000074e-02 1.185309172399999961e-04 -2.101703160100000029e-05
4.054847395399999860e-02 -8.694953662500000229e-04 1.553053842500000143e-05
4.063720594200000147e-02 -1.603639196799999927e-03 9.216414822000000161e-05
4.072596853399999828e-02 -1.987132693500000009e-03 1.408829083099999923e-04
4.081471658400000202e-02 -2.189524212300000047e-03 2.174017981599999944e-04
4.090345880099999915e-02 -1.935572459200000060e-03 2.073445407699999994e-04
4.099219576100000123e-02 -1.004553407400000063e-03 1.034675058000000049e-04
4.108079337699999806e-02 -4.529775666799999863e-04 2.001182083699999965e-05
4.116954919199999896e-02 -1.302399373999999898e-03 -8.969128187600000461e-05
4.125828069100000162e-02 -2.613270687400000205e-03 -5.495153343999999997e-05
4.134702717100000036e-02 -3.136977624799999927e-03 1.256287600300000059e-04
4.143577572099999690e-02 -2.800628124599999907e-03 2.588316820899999897e-04
4.152457160600000335e-02 -1.927214941900000063e-03 1.643355255599999976e-04
4.161340869699999695e-02 -7.628261093999999954e-04 -1.763840345899999966e-04
4.170219256200000113e-02 4.246994034699999847e-04 -5.523852908199999899e-04
4.179092446299999958e-02 1.306779303900000100e-03 -7.479901511399999559e-04
4.187969122099999969e-02 1.705961045600000101e-03 -7.569052839600000360e-04
4.196849933900000107e-02 1.740822261300000026e-03 -7.280990370899999720e-04
4.205680367800000014e-02 1.256172198499999918e-03 -4.823865694600000011e-04
4.214554962599999927e-02 -2.149415915199999884e-04 1.772643403800000126e-04
4.223433005399999940e-02 -2.477719771300000186e-03 8.210646394299999816e-04
4.232309029999999778e-02 -4.476451975299999830e-03 1.070090826800000096e-03
4.241188897400000046e-02 -5.150133078099999873e-03 9.301684876900000263e-04
4.250064455400000274e-02 -4.299031334399999911e-03 3.992963364700000215e-04
4.258939090399999766e-02 -2.552720704800000122e-03 -3.106095623200000192e-04
4.267813654799999801e-02 -7.899707649399999873e-04 -7.956605956999999703e-04
4.276686315199999810e-02 4.386870431900000210e-04 -9.018985679799999908e-04
4.285560608899999929e-02 1.129996763500000067e-03 -7.758003159499999874e-04
4.294436354000000233e-02 1.437016067200000066e-03 -6.120836851399999922e-04
4.303283083099999906e-02 1.420269441300000060e-03 -2.334775015000000028e-04
4.312159623100000200e-02 8.057191734900000235e-04 4.900829330899999885e-04
4.321035684499999890e-02 -8.343865824500000181e-04 1.348203970299999927e-03
